08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
09:23:44.189 -> 3.50, 36.25, 2.50, 37.75, 
09:23:46.240 -> 3.50, 36.19, 2.56, 37.75, 
09:23:48.340 -> 3.50, 36.19, 2.56, 37.75, 
09:23:50.440 -> 3.50, 36.19, 2.63, 37.69, 
09:23:52.522 -> 3.50, 36.19, 2.69, 37.69, 
09:23:54.611 -> 3.50, 36.19, 2.69, 37.69, 
09:23:56.692 -> 3.50, 36.13, 2.75, 37.75, 
09:23:58.740 -> 3.50, 36.13, 2.75, 37.75, 
09:24:00.846 -> 3.50, 36.13, 2.81, 37.75, 
09:24:02.910 -> 3.50, 36.13, 2.81, 37.81, 
09:24:05.003 -> 3.50, 36.13, 2.88, 37.81, 
09:24:07.104 -> 3.50, 36.13, 2.88, 37.81, 
09:24:09.183 -> 3.50, 36.13, 2.81, 37.81, 
09:24:11.257 -> 3.50, 36.13, 2.88, 37.75, 
09:24:13.352 -> 3.50, 36.06, 2.88, 37.81, 
09:24:15.447 -> 3.50, 36.06, 2.81, 37.81, 
09:24:17.537 -> 3.50, 36.06, 2.81, 37.81, 
09:24:19.630 -> 3.50, 36.06, 2.81, 37.81, 
09:24:21.676 -> 3.50, 36.06, 2.81, 37.88, 
09:24:23.799 -> 3.50, 36.06, 2.75, 37.81, 
09:24:25.884 -> 3.50, 36.06, 2.75, 37.88, 
09:24:27.949 -> 3.50, 36.06, 2.75, 37.81, 
09:24:30.037 -> 3.50, 36.06, 2.69, 37.81, 
09:24:32.114 -> 3.50, 36.06, 2.63, 37.81, 
09:24:34.207 -> 3.50, 36.06, 2.63, 37.81, 
09:24:36.286 -> 3.50, 36.06, 2.63, 37.81, 
09:24:38.376 -> 3.50, 36.06, 2.56, 37.81, 
09:24:40.453 -> 3.50, 36.06, 2.56, 37.81, 
09:24:42.530 -> 3.50, 36.06, 2.50, 37.75, 
09:24:44.624 -> 3.50, 36.06, 2.56, 37.75, 
09:24:46.711 -> 3.50, 36.06, 2.56, 37.75, 
09:24:48.806 -> 3.50, 36.06, 2.56, 37.75, 
09:24:50.898 -> 3.50, 36.06, 2.56, 37.75, 
09:24:52.992 -> 3.50, 36.06, 2.56, 37.75, 
09:24:55.046 -> 3.50, 36.06, 2.63, 37.75, 
09:24:57.134 -> 3.50, 36.00, 2.63, 37.69, 
09:24:59.211 -> 3.50, 36.00, 2.63, 37.69, 
09:25:01.297 -> 3.50, 36.00, 2.63, 37.63, 
09:25:03.398 -> 3.50, 36.00, 2.56, 37.63, 
09:25:05.466 -> 3.50, 36.00, 2.56, 37.63, 
09:25:07.563 -> 3.50, 36.00, 2.50, 37.69, 
09:25:09.649 -> 3.50, 36.00, 2.50, 37.69, 
09:25:11.756 -> 3.50, 36.06, 2.38, 37.69, 
09:25:13.840 -> 3.50, 36.06, 2.31, 37.69, 
09:25:15.904 -> 3.50, 36.06, 2.31, 37.69, 
09:25:18.011 -> 3.50, 36.06, 2.31, 37.69, 
09:25:20.064 -> 3.50, 36.06, 2.31, 37.69, 
09:25:22.160 -> 3.50, 36.06, 2.31, 37.63, 
09:25:24.270 -> 3.50, 36.06, 2.31, 37.63, 
09:25:26.334 -> 3.50, 36.06, 2.38, 37.63, 
09:25:28.419 -> 3.50, 36.00, 2.44, 37.63, 
09:25:30.519 -> 3.50, 36.06, 2.50, 37.63, 
09:25:32.570 -> 3.50, 36.06, 2.50, 37.63, 
09:25:34.657 -> 3.50, 36.00, 2.50, 37.63, 
09:25:36.744 -> 3.50, 36.06, 2.44, 37.69, 
09:25:38.842 -> 3.50, 36.00, 2.44, 37.63, 
09:25:40.935 -> 3.50, 36.00, 2.38, 37.63, 
09:25:43.037 -> 3.50, 36.00, 2.38, 37.63, 
09:25:45.084 -> 3.50, 36.00, 2.38, 37.69, 
09:25:47.182 -> 3.50, 36.00, 2.38, 37.69, 
09:25:49.257 -> 3.50, 36.00, 2.38, 37.69, 
09:25:51.357 -> 3.50, 36.00, 2.38, 37.69, 
09:25:53.442 -> 3.50, 36.00, 2.44, 37.69, 
09:25:55.536 -> 3.50, 36.00, 2.50, 37.69, 
09:25:57.625 -> 3.50, 36.00, 2.50, 37.69, 
09:25:59.720 -> 3.50, 35.94, 2.56, 37.63, 
09:26:01.778 -> 3.50, 35.94, 2.56, 37.63, 
09:26:03.882 -> 3.50, 35.94, 2.63, 37.63, 
09:26:05.959 -> 3.50, 35.94, 2.63, 37.63, 
09:26:08.028 -> 3.50, 35.88, 2.63, 37.69, 
09:26:10.127 -> 3.50, 35.88, 2.69, 37.69, 
09:26:12.208 -> 3.50, 35.94, 2.63, 37.69, 
09:26:14.304 -> 3.50, 35.94, 2.63, 37.75, 
09:26:16.385 -> 3.50, 35.94, 2.56, 37.75, 
09:26:18.458 -> 3.50, 35.94, 2.50, 37.75, 
09:26:20.553 -> 3.50, 35.94, 2.50, 37.75, 
09:26:22.649 -> 3.50, 35.94, 2.50, 37.75, 
09:26:24.698 -> 3.50, 35.94, 2.50, 37.75, 
09:26:26.805 -> 3.50, 36.00, 2.50, 37.75, 
09:26:28.867 -> 3.50, 35.94, 2.50, 37.75, 
09:26:30.996 -> 4.00, 35.94, 2.50, 37.69, 
09:26:33.075 -> 4.00, 35.94, 2.56, 37.75, 
09:26:35.132 -> 4.00, 35.94, 2.50, 37.75, 
09:26:37.218 -> 4.00, 35.94, 2.50, 37.75, 
09:26:39.297 -> 4.00, 35.94, 2.50, 37.75, 
09:26:41.387 -> 4.00, 36.00, 2.44, 37.75, 
09:26:43.473 -> 4.00, 35.94, 2.38, 37.75, 
09:26:45.563 -> 4.00, 35.94, 2.38, 37.75, 
09:26:47.648 -> 4.00, 36.00, 2.38, 37.75, 
09:26:49.736 -> 4.00, 36.00, 2.38, 37.75, 
09:26:51.825 -> 3.50, 36.06, 2.38, 37.69, 
09:26:53.900 -> 4.00, 36.00, 2.38, 37.63, 
09:26:55.981 -> 4.00, 36.00, 2.38, 37.63, 
09:26:58.061 -> 3.50, 36.00, 2.38, 37.63, 
09:27:00.158 -> 3.50, 36.00, 2.44, 37.63, 
09:27:02.242 -> 3.50, 36.00, 2.50, 37.63, 
09:27:04.340 -> 4.00, 36.00, 2.50, 37.69, 
09:27:06.443 -> 3.50, 36.00, 2.50, 37.69, 
09:27:08.484 -> 4.00, 36.00, 2.50, 37.75, 
09:27:10.588 -> 4.00, 36.00, 2.50, 37.75, 
09:27:12.674 -> 4.00, 36.00, 2.50, 37.81, 
09:27:14.766 -> 4.00, 36.00, 2.50, 37.81, 
09:27:16.846 -> 4.00, 36.06, 2.50, 37.81, 
09:27:18.920 -> 4.00, 36.06, 2.44, 37.75, 
09:27:21.001 -> 4.00, 36.06, 2.44, 37.75, 
09:27:23.103 -> 4.00, 36.06, 2.38, 37.75, 
09:27:25.210 -> 4.00, 36.13, 2.31, 37.75, 
09:27:27.282 -> 4.00, 36.13, 2.25, 37.75, 
09:27:29.377 -> 4.00, 36.13, 2.25, 37.75, 
09:27:31.453 -> 3.50, 36.19, 2.19, 37.75, 
09:27:33.525 -> 3.50, 36.19, 2.19, 37.75, 
09:27:35.605 -> 3.50, 36.19, 2.19, 37.69, 
09:27:37.686 -> 3.50, 36.19, 2.19, 37.69, 
09:27:39.768 -> 4.00, 36.19, 2.19, 37.69, 
09:27:41.858 -> 4.00, 36.19, 2.13, 37.69, 
09:27:43.948 -> 4.00, 36.19, 2.19, 37.69, 
09:27:46.057 -> 3.50, 36.19, 2.25, 37.75, 
09:27:48.106 -> 4.00, 36.19, 2.25, 37.75, 
09:27:50.198 -> 4.00, 36.19, 2.25, 37.75, 
09:27:52.278 -> 4.00, 36.19, 2.25, 37.75, 
09:27:54.390 -> 4.00, 36.19, 2.25, 37.75, 
09:27:56.466 -> 4.00, 36.19, 2.31, 37.75, 
09:27:58.553 -> 4.00, 36.19, 2.38, 37.75, 
09:28:00.642 -> 4.00, 36.19, 2.31, 37.75, 
09:28:02.733 -> 4.00, 36.19, 2.31, 37.75, 
09:28:04.799 -> 3.50, 36.19, 2.25, 37.69, 
09:28:06.902 -> 3.50, 36.19, 2.31, 37.69, 
09:28:08.954 -> 3.50, 36.19, 2.31, 37.69, 
09:28:11.058 -> 3.50, 36.13, 2.31, 37.69, 
09:28:13.140 -> 3.50, 36.13, 2.31, 37.63, 
09:28:15.218 -> 3.50, 36.13, 2.31, 37.63, 
09:28:17.298 -> 3.50, 36.13, 2.38, 37.63, 
09:28:19.402 -> 3.50, 36.13, 2.31, 37.69, 
09:28:21.479 -> 3.50, 36.13, 2.31, 37.69, 
09:28:23.578 -> 3.50, 36.19, 2.25, 37.75, 
09:28:25.670 -> 3.50, 36.13, 2.31, 37.75, 
09:28:27.723 -> 3.50, 36.19, 2.31, 37.75, 
09:28:29.819 -> 3.50, 36.19, 2.38, 37.75, 
09:28:31.922 -> 3.50, 36.13, 2.38, 37.75, 
09:28:33.981 -> 3.50, 36.13, 2.38, 37.75, 
09:28:36.070 -> 3.50, 36.13, 2.38, 37.81, 
09:28:38.169 -> 3.50, 36.13, 2.38, 37.81, 
09:28:40.256 -> 3.50, 36.13, 2.44, 37.88, 
09:28:42.355 -> 3.50, 36.13, 2.50, 37.88, 
09:28:44.432 -> 3.50, 36.13, 2.56, 37.88, 
09:28:46.496 -> 3.50, 36.13, 2.56, 37.81, 
09:28:48.576 -> 3.50, 36.13, 2.56, 37.75, 
09:28:50.679 -> 3.50, 36.06, 2.69, 37.75, 
09:28:52.784 -> 3.50, 36.06, 2.69, 37.75, 
09:28:54.858 -> 3.50, 36.06, 2.69, 37.75, 
09:28:56.925 -> 3.50, 36.06, 2.63, 37.75, 
09:28:59.006 -> 3.50, 36.06, 2.63, 37.75, 
09:29:01.123 -> 3.50, 36.06, 2.69, 37.75, 
09:29:03.199 -> 3.50, 36.06, 2.69, 37.75, 
09:29:05.271 -> 3.50, 36.06, 2.69, 37.81, 
09:29:07.342 -> 3.50, 36.06, 2.75, 37.81, 
09:29:09.458 -> 3.50, 36.06, 2.81, 37.81, 
09:29:11.528 -> 3.50, 36.00, 2.75, 37.75, 
09:29:13.624 -> 3.50, 36.06, 2.81, 37.75, 
09:29:15.700 -> 3.50, 36.00, 2.81, 37.81, 
09:29:17.802 -> 3.50, 36.06, 2.81, 37.81, 
09:29:19.890 -> 3.50, 36.00, 2.75, 37.81, 
09:29:21.968 -> 3.50, 36.00, 2.81, 37.81, 
09:29:24.041 -> 3.50, 36.00, 2.81, 37.81, 
09:29:26.132 -> 3.50, 36.00, 2.75, 37.81, 
09:29:28.205 -> 3.50, 36.06, 2.81, 37.81, 
09:29:30.317 -> 3.50, 36.00, 2.81, 37.81, 
09:29:32.401 -> 3.50, 36.00, 2.81, 37.81, 
09:29:34.485 -> 3.50, 36.06, 2.81, 37.81, 
09:29:36.569 -> 3.50, 36.06, 2.81, 37.81, 
09:29:38.650 -> 3.50, 36.06, 2.81, 37.81, 
09:29:40.731 -> 3.50, 36.06, 2.81, 37.81, 
09:29:42.782 -> 3.50, 36.00, 2.88, 37.81, 
09:29:44.868 -> 3.50, 36.06, 2.88, 37.75, 
09:29:46.950 -> 3.50, 36.00, 2.88, 37.75, 
09:29:49.046 -> 3.50, 36.00, 2.88, 37.75, 
09:29:51.145 -> 3.50, 36.00, 2.88, 37.69, 
09:29:53.236 -> 3.50, 36.00, 2.81, 37.75, 
09:29:55.309 -> 3.50, 36.00, 2.81, 37.75, 
09:29:57.391 -> 3.50, 36.00, 2.81, 37.75, 
09:29:59.475 -> 3.50, 36.00, 2.88, 37.69, 
09:30:01.557 -> 3.50, 36.00, 2.88, 37.75, 
09:30:03.644 -> 3.50, 36.00, 2.94, 37.75, 
09:30:05.728 -> 3.50, 36.00, 2.94, 37.81, 
09:30:07.842 -> 3.50, 36.00, 2.94, 37.81, 
09:30:09.920 -> 3.50, 36.00, 3.00, 37.81, 
09:30:12.002 -> 3.50, 36.00, 3.00, 37.81, 
09:30:14.062 -> 3.50, 36.00, 3.00, 37.81, 
09:30:16.170 -> 3.50, 36.00, 3.00, 37.81, 
09:30:18.242 -> 3.50, 36.00, 3.00, 37.81, 
09:30:20.337 -> 3.50, 36.00, 3.00, 37.81, 
09:30:22.427 -> 3.50, 36.00, 2.94, 37.81, 
09:30:24.495 -> 3.50, 36.00, 2.88, 37.88, 
09:30:26.598 -> 3.50, 36.00, 2.81, 37.88, 
09:30:28.673 -> 3.50, 36.00, 2.75, 37.88, 
09:30:30.757 -> 3.50, 36.06, 2.75, 37.94, 
09:30:32.822 -> 3.50, 36.06, 2.75, 37.94, 
09:30:34.915 -> 3.50, 36.06, 2.81, 37.94, 
09:30:36.999 -> 3.50, 36.06, 2.81, 37.94, 
09:30:39.109 -> 3.50, 36.06, 2.81, 37.88, 
09:30:41.206 -> 3.50, 36.00, 2.81, 37.88, 
09:30:43.274 -> 3.50, 36.00, 2.88, 37.81, 
09:30:45.351 -> 3.50, 36.00, 2.88, 37.81, 
09:30:47.445 -> 3.50, 36.00, 2.81, 37.81, 
09:30:49.541 -> 3.50, 36.00, 2.81, 37.88, 
09:30:51.636 -> 3.50, 36.00, 2.81, 37.88, 
09:30:53.684 -> 3.50, 35.94, 2.81, 37.88, 
09:30:55.795 -> 3.50, 35.94, 2.81, 37.88, 
09:30:57.848 -> 3.50, 35.94, 2.75, 37.88, 
09:30:59.958 -> 3.50, 35.94, 2.75, 37.94, 
09:31:02.045 -> 3.50, 35.94, 2.75, 37.94, 
09:31:04.127 -> 3.50, 35.94, 2.81, 37.94, 
09:31:06.189 -> 3.50, 35.94, 2.81, 37.88, 
09:31:08.269 -> 3.50, 35.94, 2.88, 37.88, 
09:31:10.379 -> 3.50, 35.94, 2.81, 37.88, 
09:31:12.439 -> 3.50, 36.00, 2.88, 37.88, 
09:31:14.534 -> 3.50, 35.94, 2.88, 37.88, 
09:31:16.613 -> 3.50, 35.94, 2.88, 37.88, 
09:31:18.726 -> 3.50, 35.94, 2.88, 37.81, 
09:31:20.823 -> 3.50, 35.94, 2.88, 37.75, 
09:31:22.871 -> 3.50, 35.88, 2.88, 37.75, 
09:31:24.952 -> 3.50, 35.88, 2.88, 37.81, 
09:31:27.064 -> 3.50, 35.94, 2.81, 37.75, 
09:31:29.139 -> 3.50, 35.88, 2.81, 37.75, 
09:31:31.223 -> 3.50, 35.94, 2.75, 37.75, 
09:31:33.292 -> 3.50, 35.94, 2.69, 37.75, 
09:31:35.384 -> 3.50, 35.94, 2.69, 37.75, 
09:31:37.478 -> 3.50, 35.94, 2.69, 37.75, 
09:31:39.558 -> 3.50, 35.94, 2.69, 37.75, 
09:31:41.656 -> 3.50, 35.94, 2.69, 37.75, 
09:31:43.718 -> 3.50, 35.94, 2.69, 37.75, 
09:31:45.830 -> 3.50, 35.94, 2.69, 37.75, 
09:31:47.895 -> 3.50, 35.94, 2.75, 37.81, 
09:31:50.005 -> 3.50, 35.94, 2.81, 37.81, 
09:31:52.099 -> 3.50, 35.94, 2.81, 37.75, 
09:31:54.156 -> 3.50, 35.94, 2.75, 37.81, 
09:31:56.240 -> 3.50, 35.94, 2.69, 37.81, 
09:31:58.337 -> 3.50, 36.00, 2.63, 37.81, 
09:32:00.426 -> 3.50, 36.00, 2.63, 37.81, 
09:32:02.502 -> 3.50, 36.00, 2.63, 37.75, 
09:32:04.568 -> 3.50, 36.00, 2.63, 37.75, 
09:32:06.679 -> 3.50, 36.00, 2.56, 37.75, 
09:32:08.746 -> 3.50, 36.00, 2.50, 37.75, 
09:32:10.856 -> 3.50, 36.00, 2.50, 37.75, 
09:32:12.912 -> 3.50, 36.00, 2.50, 37.75, 
09:32:15.022 -> 3.50, 36.00, 2.50, 37.69, 
09:32:17.120 -> 3.50, 36.00, 2.56, 37.69, 
09:32:19.167 -> 3.50, 36.00, 2.56, 37.63, 
09:32:21.281 -> 3.50, 36.00, 2.56, 37.69, 
09:32:23.373 -> 3.50, 36.06, 2.56, 37.69, 
09:32:25.421 -> 3.50, 36.06, 2.56, 37.75, 
09:32:27.514 -> 3.50, 36.06, 2.56, 37.75, 
09:32:29.609 -> 3.50, 36.06, 2.50, 37.75, 
09:32:31.720 -> 3.50, 36.06, 2.50, 37.81, 
09:32:33.800 -> 3.50, 36.06, 2.56, 37.81, 
09:32:35.877 -> 3.50, 36.06, 2.56, 37.88, 
09:32:37.947 -> 3.50, 36.06, 2.50, 37.88, 
09:32:40.044 -> 3.50, 36.13, 2.50, 37.88, 
09:32:42.137 -> 3.50, 36.13, 2.50, 37.88, 
09:32:44.218 -> 3.50, 36.06, 2.50, 37.88, 
09:32:46.272 -> 3.50, 36.13, 2.50, 37.88, 
09:32:48.383 -> 3.50, 36.06, 2.56, 37.88, 
09:32:50.458 -> 3.50, 36.13, 2.56, 37.88, 
09:32:52.568 -> 3.50, 36.06, 2.56, 37.88, 
09:32:54.634 -> 3.50, 36.13, 2.50, 37.88, 
09:32:56.729 -> 3.50, 36.06, 2.44, 37.88, 
09:32:58.792 -> 3.50, 36.13, 2.44, 37.88, 
09:33:00.883 -> 3.50, 36.13, 2.44, 37.88, 
09:33:02.976 -> 3.50, 36.13, 2.44, 37.81, 
09:33:05.068 -> 3.50, 36.13, 2.44, 37.81, 
09:33:07.150 -> 3.50, 36.06, 2.50, 37.81, 
09:33:09.228 -> 3.50, 36.13, 2.56, 37.81, 
09:33:11.305 -> 3.50, 36.06, 2.56, 37.81, 
09:33:13.407 -> 3.50, 36.06, 2.63, 37.81, 
09:33:15.499 -> 3.50, 36.06, 2.69, 37.81, 
09:33:17.561 -> 3.50, 36.06, 2.69, 37.81, 
09:33:19.674 -> 3.50, 36.06, 2.75, 37.88, 
09:33:21.726 -> 3.50, 36.00, 2.75, 37.88, 
09:33:23.804 -> 3.50, 36.06, 2.75, 37.88, 
09:33:25.898 -> 3.50, 36.00, 2.69, 37.88, 
09:33:28.001 -> 3.50, 36.00, 2.63, 37.88, 
09:33:30.074 -> 3.50, 36.06, 2.56, 37.88, 
09:33:32.140 -> 3.50, 36.06, 2.50, 37.88, 
09:33:34.244 -> 3.50, 36.06, 2.50, 37.88, 
09:33:36.321 -> 4.00, 36.06, 2.44, 37.88, 
09:33:38.428 -> 4.00, 36.13, 2.38, 37.88, 
09:33:40.524 -> 3.50, 36.13, 2.38, 37.88, 
09:33:42.605 -> 4.00, 36.13, 2.31, 37.88, 
09:33:44.683 -> 4.00, 36.19, 2.25, 37.88, 
09:33:46.760 -> 4.00, 36.19, 2.25, 37.88, 
09:33:48.859 -> 3.50, 36.25, 2.19, 37.88, 
09:33:50.909 -> 4.00, 36.25, 2.19, 37.81, 
09:33:53.018 -> 4.00, 36.31, 2.13, 37.81, 
09:33:55.097 -> 4.00, 36.31, 2.13, 37.81, 
09:33:57.188 -> 3.50, 36.31, 2.13, 37.81, 
09:33:59.252 -> 4.00, 36.25, 2.13, 37.81, 
09:34:01.366 -> 4.00, 36.31, 2.13, 37.81, 
09:34:03.422 -> 4.00, 36.25, 2.13, 37.81, 
09:34:05.502 -> 4.00, 36.25, 2.13, 37.88, 
09:34:07.614 -> 4.00, 36.25, 2.19, 37.81, 
09:34:09.680 -> 4.00, 36.25, 2.19, 37.81, 
09:34:11.771 -> 4.00, 36.25, 2.25, 37.81, 
09:34:13.885 -> 4.00, 36.19, 2.31, 37.81, 
09:34:15.936 -> 4.00, 36.19, 2.44, 37.81, 
09:34:18.061 -> 4.00, 36.19, 2.50, 37.81, 
09:34:20.120 -> 4.00, 36.19, 2.56, 37.81, 
09:34:22.215 -> 4.00, 36.13, 2.56, 37.81, 
09:34:24.277 -> 4.00, 36.13, 2.63, 37.75, 
09:34:26.388 -> 4.00, 36.13, 2.69, 37.75, 
09:34:28.461 -> 4.00, 36.13, 2.75, 37.75, 
09:34:30.558 -> 4.00, 36.13, 2.75, 37.75, 
09:34:32.638 -> 4.00, 36.13, 2.75, 37.81, 
09:34:34.717 -> 4.50, 36.13, 2.69, 37.81, 
09:34:36.784 -> 4.50, 36.13, 2.69, 37.81, 
09:34:38.881 -> 4.50, 36.19, 2.69, 37.88, 
09:34:40.990 -> 4.50, 36.19, 2.63, 37.81, 
09:34:43.056 -> 4.50, 36.19, 2.63, 37.88, 
09:34:45.131 -> 4.50, 36.19, 2.63, 37.88, 
09:34:47.236 -> 4.50, 36.19, 2.56, 37.88, 
09:34:49.333 -> 4.50, 36.25, 2.56, 37.88, 
09:34:51.413 -> 5.00, 36.25, 2.50, 37.94, 
09:34:53.487 -> 5.00, 36.25, 2.56, 37.94, 
09:34:55.574 -> 5.00, 36.25, 2.50, 37.94, 
09:34:57.659 -> 5.00, 36.31, 2.50, 37.88, 
09:34:59.749 -> 5.00, 36.31, 2.56, 37.88, 
09:35:01.822 -> 5.00, 36.31, 2.56, 37.88, 
09:35:03.923 -> 5.00, 36.25, 2.56, 37.88, 
09:35:05.999 -> 5.00, 36.31, 2.56, 37.94, 
09:35:08.063 -> 5.00, 36.31, 2.50, 37.94, 
09:35:10.170 -> 5.00, 36.31, 2.50, 37.94, 
09:35:12.232 -> 5.50, 36.31, 2.50, 38.00, 
09:35:14.328 -> 5.50, 36.31, 2.50, 38.00, 
09:35:16.407 -> 5.50, 36.31, 2.44, 38.00, 
09:35:18.513 -> 5.50, 36.31, 2.38, 38.00, 
09:35:20.575 -> 5.50, 36.38, 2.44, 38.00, 
09:35:22.658 -> 5.50, 36.31, 2.44, 38.00, 
09:35:24.753 -> 5.50, 36.31, 2.44, 38.00, 
09:35:26.862 -> 5.50, 36.31, 2.50, 37.94, 
09:35:28.942 -> 5.50, 36.31, 2.50, 37.94, 
09:35:31.026 -> 5.50, 36.31, 2.56, 37.88, 
09:35:33.090 -> 5.00, 36.31, 2.63, 37.88, 
09:35:35.183 -> 5.00, 36.31, 2.63, 37.88, 
09:35:37.287 -> 5.00, 36.31, 2.63, 37.88, 
09:35:39.337 -> 5.00, 36.31, 2.63, 37.81, 
09:35:41.425 -> 5.00, 36.31, 2.63, 37.81, 
09:35:43.523 -> 5.00, 36.25, 2.63, 37.81, 
09:35:45.631 -> 5.00, 36.25, 2.69, 37.81, 
09:35:47.713 -> 5.00, 36.25, 2.69, 37.81, 
09:35:49.760 -> 5.00, 36.25, 2.75, 37.81, 
09:35:51.875 -> 5.00, 36.25, 2.75, 37.81, 
09:35:53.937 -> 5.00, 36.25, 2.81, 37.81, 
09:35:56.021 -> 5.00, 36.25, 2.75, 37.81, 
09:35:58.127 -> 5.00, 36.25, 2.75, 37.88, 
09:36:00.216 -> 5.00, 36.31, 2.69, 37.94, 
09:36:02.314 -> 5.00, 36.31, 2.63, 37.88, 
09:36:04.356 -> 5.00, 36.25, 2.63, 37.94, 
09:36:06.450 -> 5.00, 36.31, 2.56, 37.94, 
09:36:08.562 -> 4.50, 36.31, 2.50, 37.94, 
09:36:10.612 -> 4.50, 36.31, 2.44, 38.00, 
09:36:12.707 -> 4.50, 36.38, 2.38, 38.06, 
09:36:14.819 -> 4.50, 36.38, 2.25, 38.06, 
09:36:16.892 -> 4.50, 36.38, 2.25, 38.00, 
09:36:18.981 -> 4.50, 36.38, 2.19, 38.00, 
09:36:21.076 -> 4.50, 36.38, 2.13, 37.94, 
09:36:23.153 -> 4.50, 36.44, 2.13, 37.94, 
09:36:25.235 -> 4.50, 36.44, 2.13, 37.88, 
09:36:27.305 -> 4.50, 36.38, 2.13, 37.88, 
09:36:29.400 -> 4.50, 36.44, 2.19, 37.81, 
09:36:31.506 -> 4.50, 36.38, 2.19, 37.81, 
09:36:33.572 -> 4.50, 36.31, 2.25, 37.88, 
09:36:35.667 -> 4.50, 36.38, 2.31, 37.88, 
09:36:37.746 -> 4.50, 36.38, 2.31, 37.88, 
09:36:39.809 -> 4.50, 36.31, 2.38, 37.81, 
09:36:41.925 -> 4.00, 36.31, 2.38, 37.81, 
09:36:43.986 -> 4.00, 36.31, 2.38, 37.88, 
09:36:46.086 -> 4.00, 36.31, 2.38, 37.88, 
09:36:48.179 -> 4.00, 36.31, 2.38, 37.88, 
09:36:50.267 -> 4.00, 36.25, 2.38, 37.94, 
09:36:52.317 -> 4.00, 36.25, 2.31, 37.88, 
09:36:54.408 -> 4.00, 36.25, 2.31, 37.94, 
09:36:56.500 -> 4.00, 36.31, 2.25, 37.94, 
09:36:58.596 -> 4.00, 36.31, 2.31, 37.94, 
09:37:00.692 -> 4.00, 36.25, 2.38, 37.94, 
09:37:02.754 -> 4.00, 36.25, 2.44, 37.94, 
09:37:04.838 -> 4.00, 36.25, 2.50, 37.94, 
09:37:06.924 -> 4.00, 36.25, 2.56, 37.88, 
09:37:09.037 -> 4.00, 36.25, 2.63, 37.88, 
09:37:11.103 -> 4.00, 36.25, 2.63, 37.88, 
09:37:13.198 -> 4.00, 36.19, 2.63, 37.88, 
09:37:15.273 -> 4.00, 36.25, 2.63, 37.88, 
09:37:17.370 -> 4.00, 36.25, 2.69, 37.88, 
09:37:19.443 -> 4.00, 36.19, 2.69, 37.88, 
09:37:21.543 -> 4.00, 36.19, 2.69, 37.88, 
09:37:23.620 -> 4.00, 36.19, 2.69, 37.88, 
09:37:25.716 -> 4.00, 36.13, 2.69, 37.88, 
09:37:27.765 -> 4.00, 36.19, 2.75, 37.88, 
09:37:29.846 -> 4.00, 36.13, 2.75, 37.88, 
09:37:31.940 -> 4.00, 36.13, 2.69, 37.88, 
09:37:34.054 -> 4.00, 36.13, 2.69, 37.88, 
09:37:36.103 -> 4.00, 36.13, 2.63, 37.88, 
09:37:38.214 -> 4.00, 36.13, 2.56, 37.88, 
09:37:40.268 -> 4.00, 36.13, 2.56, 37.88, 
09:37:42.381 -> 4.00, 36.06, 2.56, 37.88, 
09:37:44.439 -> 4.00, 36.06, 2.50, 37.81, 
09:37:46.566 -> 4.00, 36.06, 2.50, 37.81, 
09:37:48.629 -> 4.00, 36.00, 2.56, 37.81, 
09:37:50.711 -> 4.00, 36.00, 2.56, 37.75, 
09:37:52.814 -> 4.00, 35.94, 2.56, 37.75, 
09:37:54.883 -> 4.00, 35.94, 2.56, 37.75, 
09:37:56.993 -> 4.00, 35.88, 2.56, 37.75, 
09:37:59.049 -> 4.00, 35.88, 2.56, 37.81, 
09:38:01.132 -> 4.00, 35.88, 2.56, 37.81, 
09:38:03.221 -> 4.00, 35.88, 2.56, 37.81, 
09:38:05.310 -> 4.00, 35.81, 2.56, 37.75, 
09:38:07.390 -> 4.00, 35.81, 2.63, 37.75, 
09:38:09.494 -> 4.00, 35.81, 2.63, 37.75, 
09:38:11.574 -> 4.00, 35.81, 2.63, 37.75, 
09:38:13.673 -> 4.00, 35.75, 2.63, 37.69, 
09:38:15.732 -> 4.00, 35.75, 2.63, 37.75, 
09:38:17.833 -> 4.00, 35.81, 2.63, 37.75, 
09:38:19.914 -> 4.00, 35.75, 2.63, 37.75, 
09:38:21.992 -> 4.00, 35.75, 2.63, 37.69, 
09:38:24.068 -> 4.00, 35.81, 2.56, 37.69, 
09:38:26.167 -> 4.00, 35.81, 2.63, 37.75, 
09:38:28.238 -> 4.00, 35.81, 2.63, 37.75, 
09:38:30.334 -> 4.00, 35.81, 2.69, 37.75, 
09:38:32.399 -> 4.00, 35.81, 2.69, 37.75, 
09:38:34.504 -> 4.00, 35.81, 2.75, 37.69, 
09:38:36.599 -> 4.00, 35.81, 2.75, 37.69, 
09:38:38.664 -> 4.00, 35.81, 2.81, 37.69, 
09:38:40.762 -> 4.00, 35.81, 2.75, 37.63, 
09:38:42.858 -> 4.00, 35.81, 2.69, 37.63, 
09:38:44.921 -> 4.00, 35.81, 2.63, 37.63, 
09:38:47.016 -> 4.00, 35.88, 2.56, 37.69, 
09:38:49.115 -> 4.00, 35.88, 2.56, 37.69, 
09:38:51.210 -> 4.00, 35.88, 2.56, 37.69, 
