08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
12:00:19.776 -> 1.50, 27.94, -1.37, 28.62, 
12:00:21.854 -> 1.50, 27.94, -1.31, 28.62, 
12:00:23.965 -> 1.50, 27.94, -1.31, 28.56, 
12:00:26.053 -> 1.50, 27.94, -1.31, 28.62, 
12:00:28.117 -> 1.50, 27.94, -1.31, 28.62, 
12:00:30.188 -> 1.50, 27.94, -1.31, 28.56, 
12:00:32.301 -> 1.50, 27.94, -1.31, 28.62, 
12:00:34.390 -> 1.50, 27.94, -1.31, 28.62, 
12:00:36.451 -> 1.50, 27.94, -1.31, 28.62, 
12:00:38.567 -> 1.50, 27.94, -1.31, 28.56, 
12:00:40.634 -> 1.50, 27.87, -1.31, 28.56, 
12:00:42.710 -> 1.50, 27.94, -1.31, 28.56, 
12:00:44.822 -> 1.50, 27.94, -1.31, 28.56, 
12:00:46.900 -> 1.50, 27.94, -1.31, 28.62, 
12:00:48.980 -> 1.50, 27.87, -1.31, 28.62, 
12:00:51.083 -> 1.50, 27.94, -1.31, 28.56, 
12:00:53.174 -> 1.50, 27.87, -1.31, 28.62, 
12:00:55.238 -> 1.50, 27.94, -1.31, 28.62, 
12:00:57.359 -> 1.50, 27.94, -1.31, 28.62, 
12:00:59.437 -> 1.50, 27.94, -1.25, 28.62, 
12:01:01.542 -> 1.50, 27.94, -1.25, 28.62, 
12:01:03.603 -> 1.50, 27.94, -1.25, 28.62, 
12:01:05.674 -> 1.50, 27.94, -1.25, 28.62, 
12:01:07.772 -> 1.50, 27.94, -1.25, 28.62, 
12:01:09.889 -> 1.50, 27.94, -1.25, 28.62, 
12:01:11.967 -> 1.50, 27.87, -1.25, 28.62, 
12:01:14.041 -> 1.50, 27.94, -1.25, 28.62, 
12:01:16.148 -> 1.50, 27.94, -1.25, 28.62, 
12:01:18.208 -> 1.50, 27.87, -1.25, 28.62, 
12:01:20.318 -> 1.50, 27.87, -1.25, 28.62, 
12:01:22.391 -> 1.50, 27.94, -1.25, 28.62, 
12:01:24.470 -> 1.50, 27.94, -1.19, 28.62, 
12:01:26.545 -> 1.50, 27.94, -1.25, 28.62, 
12:01:28.670 -> 1.50, 27.94, -1.25, 28.62, 
12:01:30.740 -> 1.50, 27.94, -1.19, 28.62, 
12:01:32.850 -> 1.50, 27.94, -1.19, 28.62, 
12:01:34.908 -> 1.50, 27.87, -1.19, 28.62, 
12:01:37.018 -> 1.50, 27.87, -1.19, 28.62, 
12:01:39.082 -> 1.50, 27.87, -1.19, 28.62, 
12:01:41.193 -> 1.50, 27.87, -1.19, 28.62, 
12:01:43.261 -> 1.50, 27.87, -1.25, 28.62, 
12:01:45.338 -> 1.50, 27.87, -1.25, 28.62, 
12:01:47.438 -> 1.00, 27.87, -1.25, 28.62, 
12:01:49.519 -> 1.00, 27.87, -1.19, 28.62, 
12:01:51.630 -> 1.00, 27.81, -1.25, 28.62, 
12:01:53.700 -> 1.00, 27.87, -1.19, 28.62, 
12:01:55.812 -> 1.00, 27.87, -1.19, 28.62, 
12:01:57.900 -> 1.00, 27.87, -1.12, 28.62, 
12:01:59.957 -> 1.50, 27.81, -1.12, 28.62, 
12:02:02.041 -> 1.50, 27.81, -1.12, 28.62, 
12:02:04.166 -> 1.50, 27.81, -1.12, 28.62, 
12:02:06.226 -> 1.50, 27.81, -1.12, 28.62, 
12:02:08.333 -> 1.50, 27.81, -1.12, 28.62, 
12:02:10.404 -> 1.50, 27.81, -1.12, 28.62, 
12:02:12.515 -> 1.50, 27.81, -1.12, 28.62, 
12:02:14.587 -> 1.50, 27.81, -1.12, 28.56, 
12:02:16.667 -> 1.50, 27.81, -1.19, 28.56, 
12:02:18.738 -> 1.50, 27.81, -1.19, 28.62, 
12:02:20.850 -> 1.50, 27.87, -1.19, 28.62, 
12:02:22.919 -> 1.50, 27.87, -1.19, 28.62, 
12:02:25.016 -> 1.50, 27.81, -1.19, 28.62, 
12:02:27.115 -> 1.50, 27.81, -1.19, 28.62, 
12:02:29.201 -> 1.50, 27.87, -1.19, 28.62, 
12:02:31.273 -> 1.50, 27.87, -1.19, 28.62, 
12:02:33.351 -> 1.50, 27.87, -1.19, 28.56, 
12:02:35.440 -> 1.50, 27.87, -1.25, 28.62, 
12:02:37.551 -> 1.50, 27.87, -1.25, 28.56, 
12:02:39.630 -> 1.50, 27.87, -1.25, 28.56, 
12:02:41.702 -> 1.50, 27.87, -1.31, 28.62, 
12:02:43.802 -> 1.50, 27.87, -1.25, 28.56, 
12:02:45.873 -> 1.50, 27.87, -1.31, 28.56, 
12:02:48.001 -> 1.50, 27.87, -1.31, 28.56, 
12:02:50.069 -> 1.50, 27.87, -1.31, 28.56, 
12:02:52.167 -> 1.50, 27.87, -1.31, 28.56, 
12:02:54.237 -> 1.50, 27.87, -1.31, 28.56, 
12:02:56.318 -> 1.50, 27.87, -1.31, 28.56, 
12:02:58.432 -> 1.50, 27.87, -1.37, 28.56, 
12:03:00.521 -> 1.50, 27.87, -1.37, 28.56, 
12:03:02.594 -> 1.50, 27.87, -1.37, 28.56, 
12:03:04.682 -> 1.50, 27.87, -1.37, 28.56, 
12:03:06.755 -> 1.50, 27.87, -1.37, 28.56, 
12:03:08.834 -> 1.50, 27.87, -1.37, 28.56, 
12:03:10.952 -> 1.50, 27.87, -1.37, 28.56, 
12:03:13.019 -> 1.50, 27.87, -1.37, 28.56, 
12:03:15.106 -> 1.50, 27.87, -1.37, 28.56, 
12:03:17.216 -> 1.50, 27.87, -1.37, 28.56, 
12:03:19.287 -> 1.50, 27.87, -1.37, 28.56, 
12:03:21.366 -> 1.50, 27.87, -1.37, 28.56, 
12:03:23.483 -> 1.50, 27.87, -1.44, 28.50, 
12:03:25.549 -> 1.50, 27.87, -1.37, 28.56, 
12:03:27.640 -> 1.50, 27.87, -1.37, 28.56, 
12:03:29.765 -> 1.50, 27.87, -1.37, 28.56, 
12:03:31.830 -> 1.50, 27.87, -1.37, 28.56, 
12:03:33.904 -> 1.50, 27.87, -1.37, 28.56, 
12:03:36.003 -> 1.50, 27.87, -1.37, 28.56, 
12:03:38.078 -> 1.50, 27.87, -1.31, 28.56, 
12:03:40.144 -> 1.50, 27.94, -1.37, 28.56, 
12:03:42.263 -> 1.50, 27.87, -1.31, 28.56, 
12:03:44.362 -> 1.50, 27.94, -1.37, 28.56, 
12:03:46.450 -> 1.50, 27.94, -1.31, 28.56, 
12:03:48.501 -> 1.50, 27.87, -1.31, 28.56, 
12:03:50.584 -> 1.50, 27.94, -1.25, 28.56, 
12:03:52.698 -> 1.50, 27.94, -1.25, 28.56, 
12:03:54.772 -> 1.00, 27.87, -1.25, 28.56, 
12:03:56.882 -> 1.50, 27.87, -1.25, 28.56, 
12:03:58.953 -> 1.00, 27.87, -1.25, 28.56, 
12:04:01.033 -> 1.00, 27.87, -1.25, 28.56, 
12:04:03.150 -> 1.50, 27.87, -1.25, 28.56, 
12:04:05.214 -> 1.50, 27.87, -1.19, 28.56, 
12:04:07.326 -> 1.00, 27.87, -1.19, 28.56, 
