Date Time	Sensor_3	Sensor_4	Sensor_5	Sensor_6	Sensor_9	Sensor_10
2024-02-02 12.46.41	65.67520142	55.07078934	24.71186638	24.52689552	56.83092499	36.0858345
2024-02-02 12.47.02	65.69165039	55.05899048	24.71549034	24.52719879	56.82559586	36.13049698
2024-02-02 12.47.22	65.8219223	55.06132889	24.67019653	24.51344681	56.91785812	36.14274597
2024-02-02 12.47.42	66.13049316	55.21641541	24.76365662	24.43397141	57.03367615	36.22587585
2024-02-02 12.48.07	65.16324615	54.95586777	24.91151047	24.42839813	55.74870682	36.14932251
2024-02-02 12.48.27	62.03034592	53.14678574	24.90059471	24.52653694	49.82672882	34.73291016
2024-02-02 12.48.47	58.76689529	50.68904114	24.90627861	24.58922958	44.92295074	32.98283386
2024-02-02 12.49.08	55.59900284	48.44569397	24.81536865	24.57547188	41.01709747	31.44319725
2024-02-02 12.49.28	52.62888718	46.18912506	24.71204948	24.40327835	38.09383011	30.22672081
2024-02-02 12.49.48	50.06341553	44.19934464	24.47790337	24.22833061	35.70114517	29.11117744
2024-02-02 12.50.08	47.52416229	42.11211014	24.2134304	23.94277	33.75783157	28.09314156
2024-02-02 12.50.28	45.22961044	40.09139252	23.76676369	23.54731369	32.10296631	27.1459446
2024-02-02 12.50.48	43.21778488	38.3777771	23.39300728	23.23173332	30.75583076	26.37111855
2024-02-02 12.51.09	41.06167221	36.70233154	22.98512459	22.92886543	29.53968048	25.62783241
2024-02-02 12.51.29	39.2757988	35.37566376	22.66644096	22.67075539	28.4498291	25.05658531
2024-02-02 12.51.49	37.58917618	34.06367493	22.49956322	22.51816177	27.6676693	24.64869308
2024-02-02 12.52.09	36.08227158	33.00880814	22.54806137	22.61603546	27.13604927	24.89101219
