Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
899.676,1.5,27.94,-1.37,28.62
901.754,1.5,27.94,-1.31,28.62
903.865,1.5,27.94,-1.31,28.56
905.953,1.5,27.94,-1.31,28.62
908.017,1.5,27.94,-1.31,28.62
910.088,1.5,27.94,-1.31,28.56
912.201,1.5,27.94,-1.31,28.62
914.29,1.5,27.94,-1.31,28.62
916.351,1.5,27.94,-1.31,28.62
918.467,1.5,27.94,-1.31,28.56
920.534,1.5,27.87,-1.31,28.56
922.61,1.5,27.94,-1.31,28.56
924.722,1.5,27.94,-1.31,28.56
926.8,1.5,27.94,-1.31,28.62
928.88,1.5,27.87,-1.31,28.62
930.983,1.5,27.94,-1.31,28.56
933.074,1.5,27.87,-1.31,28.62
935.138,1.5,27.94,-1.31,28.62
937.259,1.5,27.94,-1.31,28.62
939.337,1.5,27.94,-1.25,28.62
941.442,1.5,27.94,-1.25,28.62
943.503,1.5,27.94,-1.25,28.62
945.574,1.5,27.94,-1.25,28.62
947.672,1.5,27.94,-1.25,28.62
949.789,1.5,27.94,-1.25,28.62
951.867,1.5,27.87,-1.25,28.62
953.941,1.5,27.94,-1.25,28.62
956.048,1.5,27.94,-1.25,28.62
958.108,1.5,27.87,-1.25,28.62
960.218,1.5,27.87,-1.25,28.62
962.291,1.5,27.94,-1.25,28.62
964.37,1.5,27.94,-1.19,28.62
966.445,1.5,27.94,-1.25,28.62
968.57,1.5,27.94,-1.25,28.62
970.64,1.5,27.94,-1.19,28.62
972.75,1.5,27.94,-1.19,28.62
974.808,1.5,27.87,-1.19,28.62
976.918,1.5,27.87,-1.19,28.62
978.982,1.5,27.87,-1.19,28.62
981.093,1.5,27.87,-1.19,28.62
983.161,1.5,27.87,-1.25,28.62
985.238,1.5,27.87,-1.25,28.62
987.338,1.0,27.87,-1.25,28.62
989.419,1.0,27.87,-1.19,28.62
991.53,1.0,27.81,-1.25,28.62
993.6,1.0,27.87,-1.19,28.62
995.712,1.0,27.87,-1.19,28.62
997.8,1.0,27.87,-1.12,28.62
999.857,1.5,27.81,-1.12,28.62
1001.941,1.5,27.81,-1.12,28.62
1004.066,1.5,27.81,-1.12,28.62
1006.126,1.5,27.81,-1.12,28.62
1008.233,1.5,27.81,-1.12,28.62
1010.304,1.5,27.81,-1.12,28.62
1012.415,1.5,27.81,-1.12,28.62
1014.487,1.5,27.81,-1.12,28.56
1016.567,1.5,27.81,-1.19,28.56
1018.638,1.5,27.81,-1.19,28.62
1020.75,1.5,27.87,-1.19,28.62
1022.819,1.5,27.87,-1.19,28.62
1024.916,1.5,27.81,-1.19,28.62
1027.015,1.5,27.81,-1.19,28.62
1029.101,1.5,27.87,-1.19,28.62
1031.173,1.5,27.87,-1.19,28.62
1033.251,1.5,27.87,-1.19,28.56
1035.34,1.5,27.87,-1.25,28.62
1037.451,1.5,27.87,-1.25,28.56
1039.53,1.5,27.87,-1.25,28.56
1041.602,1.5,27.87,-1.31,28.62
1043.702,1.5,27.87,-1.25,28.56
1045.773,1.5,27.87,-1.31,28.56
1047.901,1.5,27.87,-1.31,28.56
1049.969,1.5,27.87,-1.31,28.56
1052.067,1.5,27.87,-1.31,28.56
1054.137,1.5,27.87,-1.31,28.56
1056.218,1.5,27.87,-1.31,28.56
1058.332,1.5,27.87,-1.37,28.56
1060.421,1.5,27.87,-1.37,28.56
1062.494,1.5,27.87,-1.37,28.56
1064.582,1.5,27.87,-1.37,28.56
1066.655,1.5,27.87,-1.37,28.56
1068.734,1.5,27.87,-1.37,28.56
1070.852,1.5,27.87,-1.37,28.56
