Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
332.00,-0.000012,0.00021,-0.00036,-0.00029,-0.00037,-0.00026,1.150,0.2255,1.119,0.2198,0.8912,-0.2822,332.00,16.03,15.09,44.65,47.07,51.46,46.23,16.10,11.52,0.00021,2.43e-9,0.00029,1.02e-7,0.00026,9.79e-8,0.2255,0.2592,0.2198,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.10,-5.76e-6,0.00022,-0.00034,-0.00027,-0.00038,-0.00026,1.150,0.2255,1.120,0.2198,0.8912,-0.2822,332.10,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00022,1.28e-9,0.00027,9.43e-8,0.00026,9.94e-8,0.2255,0.2592,0.2198,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.20,-7.21e-6,0.00021,-0.00036,-0.00028,-0.00039,-0.00027,1.150,0.2255,1.120,0.2198,0.8912,-0.2822,332.20,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00021,1.55e-9,0.00028,9.84e-8,0.00027,1.02e-7,0.2255,0.2592,0.2198,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.30,-8.65e-6,0.00023,-0.00036,-0.00028,-0.00039,-0.00026,1.150,0.2255,1.120,0.2198,0.8912,-0.2822,332.30,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,2.01e-9,0.00028,1.02e-7,0.00026,1.00e-7,0.2255,0.2592,0.2198,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.40,-2.88e-6,0.00023,-0.00036,-0.00028,-0.00039,-0.00026,1.150,0.2255,1.120,0.2198,0.8912,-0.2822,332.40,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,6.60e-10,0.00028,1.03e-7,0.00026,1.00e-7,0.2255,0.2592,0.2198,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.50,-8.65e-6,0.00022,-0.00036,-0.00028,-0.00038,-0.00024,1.150,0.2255,1.120,0.2199,0.8912,-0.2822,332.50,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00022,1.93e-9,0.00028,9.98e-8,0.00024,9.34e-8,0.2255,0.2593,0.2199,0.2461,0.2822,0.2515,30.98,30.20,29.56
332.60,1.44e-6,0.00023,-0.00036,-0.00027,-0.00037,-0.00024,1.150,0.2255,1.120,0.2199,0.8912,-0.2822,332.60,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,3.34e-10,0.00027,9.85e-8,0.00024,9.07e-8,0.2255,0.2593,0.2199,0.2462,0.2822,0.2515,30.98,30.20,29.56
332.70,4.32e-6,0.00023,-0.00036,-0.00027,-0.00038,-0.00026,1.150,0.2255,1.120,0.2199,0.8912,-0.2822,332.70,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,9.84e-10,0.00027,9.67e-8,0.00026,9.80e-8,0.2255,0.2593,0.2199,0.2462,0.2822,0.2515,30.98,30.20,29.56
332.80,-0.000014,0.00023,-0.00036,-0.00027,-0.00038,-0.00027,1.150,0.2255,1.120,0.2199,0.8913,-0.2822,332.80,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,3.30e-9,0.00027,9.44e-8,0.00027,1.00e-7,0.2255,0.2593,0.2199,0.2462,0.2822,0.2515,30.98,30.20,29.56
332.90,-0.000019,0.00023,-0.00037,-0.00024,-0.00037,-0.00027,1.150,0.2255,1.120,0.2199,0.8913,-0.2822,332.90,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,4.24e-9,0.00024,8.97e-8,0.00027,9.91e-8,0.2255,0.2593,0.2199,0.2462,0.2822,0.2515,30.98,30.20,29.56
333.00,-4.32e-6,0.00023,-0.00036,-0.00024,-0.00037,-0.00026,1.150,0.2256,1.120,0.2199,0.8913,-0.2822,333.00,16.03,15.09,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,9.84e-10,0.00024,8.69e-8,0.00026,9.74e-8,0.2256,0.2593,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.56
333.10,-0.000012,0.00023,-0.00035,-0.00024,-0.00037,-0.00027,1.150,0.2256,1.120,0.2199,0.8913,-0.2823,333.10,16.03,15.08,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,2.71e-9,0.00024,8.55e-8,0.00027,9.90e-8,0.2256,0.2593,0.2199,0.2462,0.2823,0.2516,30.98,30.20,29.56
333.20,-0.000014,0.00023,-0.00035,-0.00025,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8913,-0.2823,333.20,16.03,15.08,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,3.36e-9,0.00025,8.67e-8,0.00026,9.72e-8,0.2256,0.2593,0.2199,0.2462,0.2823,0.2516,30.98,30.20,29.57
333.30,-0.000013,0.00023,-0.00035,-0.00025,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8914,-0.2823,333.30,16.03,15.08,44.65,47.07,51.46,46.23,16.09,11.51,0.00023,3.03e-9,0.00025,8.79e-8,0.00025,9.54e-8,0.2256,0.2594,0.2199,0.2462,0.2823,0.2516,30.98,30.20,29.57
333.40,-0.000016,0.00024,-0.00036,-0.00028,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8914,-0.2823,333.40,16.03,15.08,44.65,47.07,51.46,46.22,16.09,11.51,0.00024,3.75e-9,0.00028,9.85e-8,0.00026,9.81e-8,0.2256,0.2594,0.2199,0.2462,0.2823,0.2516,30.98,30.20,29.57
333.50,-0.000014,0.00023,-0.00036,-0.00029,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8914,-0.2822,333.50,16.03,15.08,44.65,47.07,51.46,46.22,16.09,11.51,0.00023,3.28e-9,0.00029,1.04e-7,0.00026,9.80e-8,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
333.60,-0.000022,0.00023,-0.00035,-0.00029,-0.00037,-0.00027,1.150,0.2256,1.120,0.2199,0.8914,-0.2822,333.60,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00023,5.05e-9,0.00029,9.92e-8,0.00027,1.02e-7,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
333.70,-0.000019,0.00023,-0.00033,-0.00030,-0.00038,-0.00027,1.150,0.2256,1.120,0.2199,0.8914,-0.2823,333.70,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00023,4.37e-9,0.00030,9.97e-8,0.00027,9.97e-8,0.2256,0.2594,0.2199,0.2462,0.2823,0.2516,30.98,30.20,29.57
333.80,-7.21e-6,0.00023,-0.00036,-0.00030,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8914,-0.2822,333.80,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00023,1.66e-9,0.00030,1.08e-7,0.00026,1.00e-7,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
333.90,-7.21e-6,0.00024,-0.00036,-0.00029,-0.00038,-0.00027,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,333.90,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00024,1.70e-9,0.00029,1.05e-7,0.00027,1.01e-7,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
334.00,-0.000013,0.00022,-0.00036,-0.00028,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,334.00,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00022,2.88e-9,0.00028,1.01e-7,0.00025,9.61e-8,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
334.10,-5.76e-6,0.00020,-0.00036,-0.00027,-0.00038,-0.00027,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,334.10,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,1.18e-9,0.00027,9.62e-8,0.00027,1.01e-7,0.2256,0.2594,0.2199,0.2462,0.2822,0.2516,30.98,30.20,29.57
334.20,-0.000010,0.00020,-0.00036,-0.00028,-0.00038,-0.00027,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,334.20,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,2.05e-9,0.00028,9.93e-8,0.00027,1.02e-7,0.2256,0.2594,0.2199,0.2463,0.2822,0.2516,30.98,30.20,29.57
334.30,-7.21e-6,0.00020,-0.00035,-0.00028,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,334.30,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,1.41e-9,0.00028,9.98e-8,0.00026,9.74e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2516,30.98,30.20,29.57
334.40,-7.21e-6,0.00020,-0.00035,-0.00028,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8915,-0.2822,334.40,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,1.45e-9,0.00028,9.88e-8,0.00025,9.45e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2516,30.98,30.20,29.57
334.50,-7.21e-6,0.00020,-0.00035,-0.00028,-0.00038,-0.00024,1.150,0.2256,1.120,0.2199,0.8916,-0.2822,334.50,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,1.45e-9,0.00028,9.69e-8,0.00024,9.43e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2516,30.98,30.20,29.57
334.60,-0.000012,0.00020,-0.00036,-0.00028,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8916,-0.2822,334.60,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00020,2.29e-9,0.00028,9.95e-8,0.00025,9.70e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2516,30.98,30.20,29.57
334.70,-4.32e-6,0.00021,-0.00036,-0.00028,-0.00039,-0.00026,1.150,0.2256,1.120,0.2199,0.8916,-0.2823,334.70,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00021,8.91e-10,0.00028,9.88e-8,0.00026,9.92e-8,0.2256,0.2595,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.57
334.80,-4.32e-6,0.00022,-0.00036,-0.00028,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8916,-0.2823,334.80,16.02,15.08,44.65,47.06,51.46,46.22,16.09,11.50,0.00022,9.66e-10,0.00028,1.02e-7,0.00025,9.70e-8,0.2256,0.2595,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.57
334.90,-0.000016,0.00021,-0.00036,-0.00028,-0.00038,-0.00025,1.150,0.2256,1.120,0.2199,0.8916,-0.2823,334.90,16.02,15.08,44.65,47.07,51.46,46.22,16.09,11.50,0.00021,3.36e-9,0.00028,1.01e-7,0.00025,9.65e-8,0.2256,0.2595,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.57
335.00,-5.76e-6,0.00022,-0.00035,-0.00029,-0.00038,-0.00024,1.150,0.2256,1.120,0.2199,0.8916,-0.2822,335.00,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00022,1.30e-9,0.00029,1.01e-7,0.00024,9.05e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2517,30.98,30.20,29.57
335.10,-8.65e-6,0.00022,-0.00035,-0.00029,-0.00038,-0.00026,1.150,0.2256,1.120,0.2199,0.8916,-0.2822,335.10,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00022,1.91e-9,0.00029,1.01e-7,0.00026,9.59e-8,0.2256,0.2595,0.2199,0.2463,0.2822,0.2517,30.98,30.20,29.57
335.20,-0.000013,0.00023,-0.00036,-0.00028,-0.00038,-0.00024,1.150,0.2256,1.120,0.2199,0.8917,-0.2823,335.20,16.02,15.07,44.65,47.07,51.46,46.22,16.09,11.49,0.00023,3.01e-9,0.00028,1.01e-7,0.00024,9.37e-8,0.2256,0.2595,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.57
335.30,-0.000014,0.00022,-0.00035,-0.00027,-0.00039,-0.00026,1.150,0.2256,1.120,0.2199,0.8917,-0.2823,335.30,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00022,3.18e-9,0.00027,9.46e-8,0.00026,9.92e-8,0.2256,0.2596,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.57
335.40,-0.000020,0.00022,-0.00036,-0.00026,-0.00039,-0.00026,1.150,0.2257,1.120,0.2199,0.8917,-0.2823,335.40,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00022,4.39e-9,0.00026,9.56e-8,0.00026,1.02e-7,0.2257,0.2596,0.2199,0.2463,0.2823,0.2517,30.98,30.20,29.58
335.50,-0.000010,0.00021,-0.00037,-0.00025,-0.00039,-0.00025,1.150,0.2257,1.120,0.2200,0.8917,-0.2823,335.50,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00021,2.17e-9,0.00025,9.16e-8,0.00025,9.75e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2517,30.98,30.20,29.58
335.60,-7.21e-6,0.00021,-0.00035,-0.00027,-0.00039,-0.00024,1.150,0.2257,1.120,0.2200,0.8917,-0.2823,335.60,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00021,1.50e-9,0.00027,9.43e-8,0.00024,9.41e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2517,30.98,30.20,29.58
335.70,-0.000014,0.00022,-0.00035,-0.00029,-0.00038,-0.00024,1.150,0.2257,1.120,0.2200,0.8917,-0.2823,335.70,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.49,0.00022,3.22e-9,0.00029,1.01e-7,0.00024,9.25e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2517,30.98,30.20,29.58
335.80,-0.000023,0.00022,-0.00035,-0.00028,-0.00038,-0.00023,1.150,0.2257,1.120,0.2200,0.8917,-0.2823,335.80,16.02,15.07,44.65,47.06,51.46,46.22,16.09,11.49,0.00022,5.05e-9,0.00028,9.62e-8,0.00023,8.84e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.20,29.58
335.90,-0.000029,0.00021,-0.00036,-0.00028,-0.00039,-0.00022,1.150,0.2257,1.120,0.2200,0.8918,-0.2823,335.90,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.49,0.00021,6.02e-9,0.00028,9.88e-8,0.00022,8.61e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.20,29.58
336.00,-0.000023,0.00022,-0.00035,-0.00028,-0.00038,-0.00024,1.150,0.2257,1.120,0.2200,0.8918,-0.2823,336.00,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.49,0.00022,5.02e-9,0.00028,9.96e-8,0.00024,8.98e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.20,29.58
336.10,-0.000023,0.00021,-0.00033,-0.00028,-0.00038,-0.00024,1.150,0.2257,1.120,0.2200,0.8918,-0.2823,336.10,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.49,0.00021,4.75e-9,0.00028,9.35e-8,0.00024,9.29e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.21,29.58
336.20,-0.000016,0.00021,-0.00032,-0.00027,-0.00038,-0.00025,1.150,0.2257,1.120,0.2200,0.8918,-0.2823,336.20,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.49,0.00021,3.29e-9,0.00027,8.83e-8,0.00025,9.70e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.21,29.58
336.30,-0.000013,0.00020,-0.00034,-0.00028,-0.00038,-0.00025,1.150,0.2257,1.120,0.2200,0.8918,-0.2823,336.30,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.48,0.00020,2.58e-9,0.00028,9.47e-8,0.00025,9.61e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.21,29.58
336.40,-0.000014,0.00020,-0.00035,-0.00028,-0.00037,-0.00024,1.151,0.2257,1.120,0.2200,0.8919,-0.2823,336.40,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.48,0.00020,2.95e-9,0.00028,9.88e-8,0.00024,9.06e-8,0.2257,0.2596,0.2200,0.2464,0.2823,0.2518,30.98,30.21,29.58
336.50,-0.000013,0.00021,-0.00034,-0.00028,-0.00037,-0.00023,1.151,0.2257,1.120,0.2200,0.8919,-0.2824,336.50,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,2.77e-9,0.00028,9.46e-8,0.00023,8.69e-8,0.2257,0.2597,0.2200,0.2464,0.2824,0.2518,30.98,30.21,29.58
336.60,-7.21e-6,0.00021,-0.00035,-0.00028,-0.00038,-0.00022,1.151,0.2257,1.120,0.2200,0.8919,-0.2824,336.60,16.01,15.07,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,1.53e-9,0.00028,9.79e-8,0.00022,8.43e-8,0.2257,0.2597,0.2200,0.2464,0.2824,0.2519,30.98,30.21,29.58
336.70,-0.000012,0.00022,-0.00035,-0.00029,-0.00037,-0.00022,1.151,0.2257,1.120,0.2200,0.8919,-0.2824,336.70,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00022,2.49e-9,0.00029,1.03e-7,0.00022,8.13e-8,0.2257,0.2597,0.2200,0.2464,0.2824,0.2519,30.98,30.21,29.58
336.80,-0.000014,0.00021,-0.00036,-0.00028,-0.00037,-0.00023,1.151,0.2257,1.120,0.2200,0.8919,-0.2824,336.80,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,2.99e-9,0.00028,1.00e-7,0.00023,8.47e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.58
336.90,-0.000014,0.00021,-0.00036,-0.00028,-0.00038,-0.00023,1.151,0.2257,1.120,0.2200,0.8919,-0.2824,336.90,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,3.07e-9,0.00028,1.01e-7,0.00023,8.84e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.00,-0.000010,0.00021,-0.00036,-0.00029,-0.00037,-0.00024,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.00,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,2.11e-9,0.00029,1.04e-7,0.00024,9.02e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.10,-0.000012,0.00020,-0.00036,-0.00029,-0.00037,-0.00024,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.10,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00020,2.29e-9,0.00029,1.02e-7,0.00024,8.96e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.20,-0.000013,0.00021,-0.00035,-0.00029,-0.00037,-0.00024,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.20,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,2.69e-9,0.00029,1.02e-7,0.00024,8.74e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.30,-0.000019,0.00021,-0.00033,-0.00030,-0.00037,-0.00025,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.30,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,3.91e-9,0.00030,9.97e-8,0.00025,9.23e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.40,-0.000013,0.00021,-0.00035,-0.00029,-0.00037,-0.00026,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.40,16.01,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00021,2.75e-9,0.00029,1.02e-7,0.00026,9.68e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.21,29.59
337.50,-7.21e-6,0.00022,-0.00036,-0.00029,-0.00036,-0.00026,1.151,0.2257,1.120,0.2200,0.8920,-0.2824,337.50,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00022,1.57e-9,0.00029,1.04e-7,0.00026,9.28e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.22,29.59
337.60,0,0.00022,-0.00035,-0.00028,-0.00037,-0.00024,1.151,0.2257,1.121,0.2200,0.8920,-0.2824,337.60,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.48,0.00022,0,0.00028,9.86e-8,0.00024,8.97e-8,0.2257,0.2597,0.2200,0.2465,0.2824,0.2519,30.98,30.22,29.59
337.70,0,0.00021,-0.00036,-0.00028,-0.00037,-0.00025,1.151,0.2257,1.121,0.2200,0.8921,-0.2825,337.70,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00021,0,0.00028,9.89e-8,0.00025,9.18e-8,0.2257,0.2597,0.2200,0.2465,0.2825,0.2520,30.98,30.22,29.59
337.80,1.44e-6,0.00023,-0.00036,-0.00027,-0.00036,-0.00025,1.151,0.2257,1.121,0.2200,0.8921,-0.2825,337.80,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00023,3.34e-10,0.00027,9.79e-8,0.00025,9.04e-8,0.2257,0.2597,0.2200,0.2466,0.2825,0.2520,30.98,30.22,29.59
337.90,-0.000014,0.00022,-0.00036,-0.00027,-0.00037,-0.00025,1.151,0.2257,1.121,0.2200,0.8921,-0.2825,337.90,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00022,3.22e-9,0.00027,9.84e-8,0.00025,9.30e-8,0.2257,0.2598,0.2200,0.2466,0.2825,0.2520,30.98,30.22,29.59
338.00,-0.000037,0.00021,-0.00037,-0.00027,-0.00037,-0.00026,1.151,0.2258,1.121,0.2200,0.8921,-0.2825,338.00,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00021,7.99e-9,0.00027,1.00e-7,0.00026,9.53e-8,0.2258,0.2598,0.2200,0.2466,0.2825,0.2520,30.98,30.22,29.59
338.10,-0.000039,0.00022,-0.00037,-0.00027,-0.00036,-0.00026,1.151,0.2258,1.121,0.2201,0.8921,-0.2824,338.10,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00022,8.64e-9,0.00027,9.76e-8,0.00026,9.46e-8,0.2258,0.2598,0.2201,0.2466,0.2824,0.2519,30.98,30.22,29.60
338.20,-0.000024,0.00023,-0.00036,-0.00027,-0.00036,-0.00026,1.151,0.2258,1.121,0.2201,0.8921,-0.2824,338.20,16.00,15.06,44.65,47.06,51.46,46.22,16.08,11.47,0.00023,5.54e-9,0.00027,9.67e-8,0.00026,9.41e-8,0.2258,0.2598,0.2201,0.2466,0.2824,0.2519,30.98,30.22,29.60
338.30,-0.000023,0.00023,-0.00036,-0.00027,-0.00036,-0.00026,1.151,0.2258,1.121,0.2201,0.8921,-0.2824,338.30,16.00,15.06,44.65,47.06,51.46,46.22,16.07,11.47,0.00023,5.32e-9,0.00027,9.85e-8,0.00026,9.41e-8,0.2258,0.2598,0.2201,0.2467,0.2824,0.2519,30.98,30.22,29.60
338.40,-0.000023,0.00023,-0.00036,-0.00028,-0.00036,-0.00026,1.151,0.2258,1.121,0.2201,0.8921,-0.2824,338.40,16.00,15.06,44.65,47.05,51.46,46.22,16.07,11.47,0.00023,5.28e-9,0.00028,9.89e-8,0.00026,9.27e-8,0.2258,0.2598,0.2201,0.2467,0.2824,0.2520,30.98,30.22,29.60
338.50,-0.000039,0.00022,-0.00035,-0.00028,-0.00036,-0.00027,1.151,0.2258,1.121,0.2201,0.8921,-0.2824,338.50,16.00,15.05,44.65,47.05,51.46,46.22,16.07,11.47,0.00022,8.47e-9,0.00028,9.75e-8,0.00027,9.62e-8,0.2258,0.2598,0.2201,0.2467,0.2824,0.2520,30.98,30.22,29.60
338.60,-0.000027,0.00022,-0.00035,-0.00027,-0.00036,-0.00026,1.151,0.2257,1.121,0.2201,0.8922,-0.2824,338.60,16.00,15.06,44.65,47.06,51.46,46.22,16.07,11.47,0.00022,5.96e-9,0.00027,9.51e-8,0.00026,9.24e-8,0.2257,0.2598,0.2201,0.2467,0.2824,0.2520,30.98,30.23,29.60
338.70,-0.000023,0.00022,-0.00035,-0.00027,-0.00036,-0.00026,1.151,0.2258,1.121,0.2201,0.8922,-0.2824,338.70,16.00,15.05,44.65,47.05,51.46,46.22,16.07,11.47,0.00022,5.12e-9,0.00027,9.31e-8,0.00026,9.28e-8,0.2258,0.2598,0.2201,0.2467,0.2824,0.2520,30.98,30.23,29.60
338.80,-0.000022,0.00022,-0.00034,-0.00027,-0.00036,-0.00025,1.151,0.2258,1.121,0.2201,0.8922,-0.2825,338.80,16.00,15.05,44.65,47.05,51.46,46.22,16.07,11.47,0.00022,4.70e-9,0.00027,9.13e-8,0.00025,8.95e-8,0.2258,0.2598,0.2201,0.2467,0.2825,0.2520,30.98,30.23,29.60
338.90,-0.000033,0.00021,-0.00035,-0.00026,-0.00037,-0.00024,1.151,0.2258,1.121,0.2201,0.8922,-0.2825,338.90,16.00,15.05,44.65,47.05,51.46,46.23,16.07,11.47,0.00021,7.02e-9,0.00026,9.18e-8,0.00024,8.81e-8,0.2258,0.2598,0.2201,0.2468,0.2825,0.2520,30.98,30.23,29.60
339.00,-0.000030,0.00022,-0.00035,-0.00026,-0.00037,-0.00025,1.151,0.2258,1.121,0.2201,0.8922,-0.2825,339.00,16.00,15.05,44.65,47.05,51.46,46.23,16.07,11.47,0.00022,6.59e-9,0.00026,9.24e-8,0.00025,9.11e-8,0.2258,0.2599,0.2201,0.2468,0.2825,0.2520,30.98,30.23,29.60
339.10,-0.000032,0.00023,-0.00033,-0.00027,-0.00036,-0.00025,1.151,0.2258,1.121,0.2201,0.8923,-0.2825,339.10,16.00,15.05,44.65,47.05,51.46,46.23,16.07,11.47,0.00023,7.31e-9,0.00027,8.67e-8,0.00025,9.05e-8,0.2258,0.2599,0.2201,0.2468,0.2825,0.2520,30.98,30.23,29.60
339.20,-0.000035,0.00023,-0.00032,-0.00027,-0.00035,-0.00026,1.151,0.2258,1.121,0.2201,0.8923,-0.2825,339.20,15.99,15.05,44.65,47.05,51.46,46.23,16.07,11.46,0.00023,8.12e-9,0.00027,8.83e-8,0.00026,9.09e-8,0.2258,0.2599,0.2201,0.2468,0.2825,0.2520,30.98,30.23,29.60
339.30,-0.000027,0.00025,-0.00033,-0.00027,-0.00037,-0.00026,1.151,0.2258,1.121,0.2201,0.8923,-0.2825,339.30,15.99,15.05,44.65,47.05,51.46,46.23,16.07,11.46,0.00025,6.79e-9,0.00027,8.96e-8,0.00026,9.68e-8,0.2258,0.2599,0.2201,0.2468,0.2825,0.2521,30.98,30.23,29.60
