Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],MX1601_CH_11_[V],MX1601_CH_12_[V],MX1601_CH_13_[mA],MX1601_CH_14_[mA],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
45.50,0.000,0.00017,-0.00026,-0.00029,-0.00036,-0.00028,-1.069,-0.2089,-0.6183,-0.1204,-1000000,-1000000,-1000000,-1000000,0.1869,-0.09064,45.50,5.519,4.570,35.36,36.52,39.66,35.60,4.689,-0.6588,0.00017,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2232,0.1204,0.07442,0.09064,0.01695,31.83,30.08,30.79
45.60,0.000,0.00016,-0.00026,-0.00030,-0.00037,-0.00027,-1.069,-0.2088,-0.6267,-0.1220,-1000000,-1000000,-1000000,-1000000,0.1873,-0.09079,45.60,5.520,4.572,35.36,36.52,39.66,35.60,4.689,-0.6595,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1220,0.07645,0.09079,0.01700,31.83,30.08,30.79
45.70,0.000,0.00016,-0.00027,-0.00030,-0.00037,-0.00027,-1.069,-0.2088,-0.8988,-0.1753,-1000000,-1000000,-1000000,-1000000,0.1866,-0.09046,45.70,5.521,4.575,35.36,36.52,39.66,35.60,4.688,-0.6608,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1753,0.1575,0.09046,0.01688,31.83,30.08,30.78
45.80,0.000,0.00017,-0.00028,-0.00030,-0.00037,-0.00027,-1.069,-0.2088,-1.012,-0.1974,-1000000,-1000000,-1000000,-1000000,0.1860,-0.09015,45.80,5.520,4.577,35.36,36.52,39.66,35.60,4.688,-0.6617,0.00017,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1974,0.1998,0.09015,0.01676,31.83,30.08,30.78
45.90,0.000,0.00017,-0.00028,-0.00030,-0.00037,-0.00028,-1.069,-0.2088,-1.013,-0.1977,-1000000,-1000000,-1000000,-1000000,0.1858,-0.09005,45.90,5.521,4.580,35.36,36.52,39.66,35.60,4.688,-0.6610,0.00017,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1977,0.2003,0.09005,0.01673,31.83,30.08,30.78
46.00,0.000,0.00016,-0.00027,-0.00030,-0.00036,-0.00027,-1.069,-0.2088,-1.014,-0.1979,-1000000,-1000000,-1000000,-1000000,0.1857,-0.08999,46.00,5.521,4.583,35.36,36.52,39.66,35.60,4.688,-0.6620,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1979,0.2008,0.08999,0.01671,31.83,30.08,30.77
46.10,0.000,0.00016,-0.00026,-0.00030,-0.00036,-0.00027,-1.069,-0.2088,-1.015,-0.1980,-1000000,-1000000,-1000000,-1000000,0.1857,-0.09001,46.10,5.521,4.584,35.35,36.52,39.66,35.60,4.689,-0.6621,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1980,0.2009,0.09001,0.01672,31.83,30.08,30.77
46.20,0.000,0.00015,-0.00026,-0.00029,-0.00037,-0.00028,-1.069,-0.2088,-1.015,-0.1979,-1000000,-1000000,-1000000,-1000000,0.1864,-0.09037,46.20,5.522,4.587,35.36,36.52,39.66,35.60,4.688,-0.6624,0.00015,0.000,0.00029,0.000,0.00028,0.000,0.2088,0.2232,0.1979,0.2008,0.09037,0.01685,31.83,30.08,30.77
46.30,0.000,0.00016,-0.00026,-0.00030,-0.00037,-0.00028,-1.069,-0.2088,-1.013,-0.1976,-1000000,-1000000,-1000000,-1000000,0.1875,-0.09088,46.30,5.522,4.589,35.35,36.52,39.66,35.60,4.688,-0.6633,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1976,0.2001,0.09088,0.01704,31.83,30.08,30.77
46.40,0.000,0.00016,-0.00026,-0.00030,-0.00036,-0.00028,-1.069,-0.2088,-1.012,-0.1975,-1000000,-1000000,-1000000,-1000000,0.1886,-0.09143,46.40,5.522,4.591,35.35,36.52,39.66,35.60,4.688,-0.6638,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1975,0.1999,0.09143,0.01724,31.83,30.08,30.76
46.50,0.000,0.00017,-0.00026,-0.00030,-0.00036,-0.00027,-1.069,-0.2088,-1.012,-0.1974,-1000000,-1000000,-1000000,-1000000,0.1896,-0.09188,46.50,5.523,4.593,35.35,36.52,39.66,35.60,4.688,-0.6641,0.00017,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1974,0.1997,0.09188,0.01742,31.83,30.08,30.76
46.60,0.000,0.00017,-0.00024,-0.00030,-0.00036,-0.00027,-1.069,-0.2088,-1.012,-0.1975,-1000000,-1000000,-1000000,-1000000,0.1909,-0.09253,46.60,5.524,4.596,35.35,36.52,39.66,35.60,4.689,-0.6650,0.00017,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1975,0.2000,0.09253,0.01766,31.83,30.07,30.76
46.70,0.000,0.00017,-0.00025,-0.00030,-0.00038,-0.00027,-1.069,-0.2088,-1.014,-0.1978,-1000000,-1000000,-1000000,-1000000,0.1923,-0.09324,46.70,5.524,4.598,35.35,36.52,39.66,35.60,4.688,-0.6650,0.00017,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1978,0.2005,0.09324,0.01793,31.83,30.07,30.76
46.80,0.000,0.00016,-0.00025,-0.00031,-0.00038,-0.00027,-1.069,-0.2088,-1.014,-0.1979,-1000000,-1000000,-1000000,-1000000,0.1934,-0.09376,46.80,5.523,4.600,35.35,36.52,39.66,35.60,4.688,-0.6650,0.00016,0.000,0.00031,0.000,0.00027,0.000,0.2088,0.2232,0.1979,0.2007,0.09376,0.01813,31.83,30.07,30.75
46.90,0.000,0.00016,-0.00026,-0.00030,-0.00037,-0.00027,-1.069,-0.2088,-1.013,-0.1977,-1000000,-1000000,-1000000,-1000000,0.1938,-0.09393,46.90,5.525,4.603,35.35,36.52,39.66,35.60,4.688,-0.6659,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1977,0.2003,0.09393,0.01820,31.83,30.07,30.75
47.00,0.000,0.00016,-0.00026,-0.00030,-0.00037,-0.00028,-1.069,-0.2088,-1.010,-0.1970,-1000000,-1000000,-1000000,-1000000,0.1941,-0.09407,47.00,5.523,4.605,35.35,36.52,39.66,35.59,4.688,-0.6668,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1970,0.1989,0.09407,0.01826,31.83,30.07,30.75
47.10,0.000,0.00014,-0.00027,-0.00030,-0.00037,-0.00028,-1.069,-0.2088,-1.008,-0.1966,-1000000,-1000000,-1000000,-1000000,0.1944,-0.09427,47.10,5.524,4.606,35.35,36.52,39.66,35.59,4.687,-0.6674,0.00014,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1966,0.1980,0.09427,0.01833,31.83,30.07,30.75
47.20,0.000,0.00015,-0.00026,-0.00030,-0.00037,-0.00028,-1.069,-0.2088,-1.014,-0.1978,-1000000,-1000000,-1000000,-1000000,0.1948,-0.09446,47.20,5.524,4.608,35.35,36.52,39.66,35.59,4.687,-0.6677,0.00015,0.000,0.00030,0.000,0.00028,0.000,0.2088,0.2232,0.1978,0.2005,0.09446,0.01840,31.83,30.07,30.74
47.30,0.000,0.00017,-0.00026,-0.00029,-0.00038,-0.00029,-1.069,-0.2088,-1.018,-0.1985,-1000000,-1000000,-1000000,-1000000,0.1952,-0.09462,47.30,5.525,4.611,35.35,36.52,39.66,35.59,4.687,-0.6680,0.00017,0.000,0.00029,0.000,0.00029,0.000,0.2088,0.2232,0.1985,0.2020,0.09462,0.01847,31.83,30.07,30.74
47.40,0.000,0.00018,-0.00028,-0.00029,-0.00038,-0.00029,-1.069,-0.2088,-1.002,-0.1956,-1000000,-1000000,-1000000,-1000000,0.1955,-0.09480,47.40,5.525,4.612,35.35,36.52,39.66,35.59,4.687,-0.6687,0.00018,0.000,0.00029,0.000,0.00029,0.000,0.2088,0.2232,0.1956,0.1961,0.09480,0.01853,31.83,30.07,30.74
47.50,0.000,0.00018,-0.00028,-0.00030,-0.00037,-0.00029,-1.069,-0.2089,-0.9920,-0.1935,-1000000,-1000000,-1000000,-1000000,0.1958,-0.09495,47.50,5.526,4.613,35.35,36.52,39.66,35.59,4.687,-0.6688,0.00018,0.000,0.00030,0.000,0.00029,0.000,0.2089,0.2232,0.1935,0.1920,0.09495,0.01859,31.83,30.07,30.74
47.60,0.000,0.00017,-0.00027,-0.00030,-0.00037,-0.00029,-1.069,-0.2089,-0.9849,-0.1921,-1000000,-1000000,-1000000,-1000000,0.1961,-0.09504,47.60,5.526,4.615,35.35,36.52,39.66,35.59,4.688,-0.6692,0.00017,0.000,0.00030,0.000,0.00029,0.000,0.2089,0.2232,0.1921,0.1892,0.09504,0.01864,31.83,30.07,30.74
47.70,0.000,0.00018,-0.00027,-0.00031,-0.00037,-0.00029,-1.069,-0.2089,-0.9846,-0.1921,-1000000,-1000000,-1000000,-1000000,0.1964,-0.09516,47.70,5.525,4.617,35.35,36.52,39.66,35.59,4.688,-0.6701,0.00018,0.000,0.00031,0.000,0.00029,0.000,0.2089,0.2232,0.1921,0.1891,0.09516,0.01869,31.83,30.07,30.73
47.80,0.000,0.00017,-0.00028,-0.00030,-0.00037,-0.00030,-1.069,-0.2089,-0.9850,-0.1922,-1000000,-1000000,-1000000,-1000000,0.1967,-0.09530,47.80,5.526,4.619,35.35,36.52,39.66,35.59,4.689,-0.6699,0.00017,0.000,0.00030,0.000,0.00030,0.000,0.2089,0.2233,0.1922,0.1893,0.09530,0.01874,31.83,30.06,30.73
47.90,0.000,0.00015,-0.00028,-0.00029,-0.00037,-0.00029,-1.069,-0.2089,-0.9769,-0.1906,-1000000,-1000000,-1000000,-1000000,0.1969,-0.09542,47.90,5.526,4.619,35.35,36.52,39.66,35.59,4.688,-0.6706,0.00015,0.000,0.00029,0.000,0.00029,0.000,0.2089,0.2233,0.1906,0.1862,0.09542,0.01879,31.83,30.06,30.73
48.00,0.000,0.00015,-0.00027,-0.00030,-0.00036,-0.00028,-1.069,-0.2089,-0.9827,-0.1917,-1000000,-1000000,-1000000,-1000000,0.1972,-0.09554,48.00,5.525,4.619,35.35,36.52,39.66,35.59,4.689,-0.6716,0.00015,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2233,0.1917,0.1884,0.09554,0.01884,31.83,30.06,30.73
48.10,0.000,0.00017,-0.00027,-0.00031,-0.00037,-0.00028,-1.069,-0.2089,-0.9737,-0.1900,-1000000,-1000000,-1000000,-1000000,0.1974,-0.09566,48.10,5.527,4.623,35.35,36.52,39.66,35.59,4.689,-0.6722,0.00017,0.000,0.00031,0.000,0.00028,0.000,0.2089,0.2233,0.1900,0.1850,0.09566,0.01888,31.83,30.06,30.73
48.20,0.000,0.00018,-0.00027,-0.00032,-0.00037,-0.00028,-1.069,-0.2089,-0.9722,-0.1897,-1000000,-1000000,-1000000,-1000000,0.1976,-0.09577,48.20,5.527,4.623,35.35,36.52,39.66,35.59,4.689,-0.6725,0.00018,0.000,0.00032,0.000,0.00028,0.000,0.2089,0.2233,0.1897,0.1844,0.09577,0.01893,31.83,30.06,30.72
48.30,0.000,0.00017,-0.00027,-0.00031,-0.00037,-0.00028,-1.069,-0.2089,-0.9763,-0.1905,-1000000,-1000000,-1000000,-1000000,0.1979,-0.09589,48.30,5.527,4.625,35.35,36.52,39.66,35.59,4.689,-0.6715,0.00017,0.000,0.00031,0.000,0.00028,0.000,0.2089,0.2233,0.1905,0.1859,0.09589,0.01897,31.83,30.06,30.72
48.40,0.000,0.00018,-0.00027,-0.00030,-0.00037,-0.00028,-1.069,-0.2089,-0.9748,-0.1902,-1000000,-1000000,-1000000,-1000000,0.1981,-0.09601,48.40,5.528,4.626,35.35,36.52,39.66,35.59,4.690,-0.6722,0.00018,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2233,0.1902,0.1854,0.09601,0.01902,31.83,30.06,30.72
48.50,0.000,0.00018,-0.00027,-0.00030,-0.00036,-0.00026,-1.069,-0.2089,-0.9699,-0.1892,-1000000,-1000000,-1000000,-1000000,0.1983,-0.09611,48.50,5.527,4.628,35.35,36.52,39.66,35.59,4.690,-0.6729,0.00018,0.000,0.00030,0.000,0.00026,0.000,0.2089,0.2233,0.1892,0.1835,0.09611,0.01906,31.83,30.06,30.72
48.60,0.000,0.00017,-0.00027,-0.00030,-0.00036,-0.00027,-1.069,-0.2089,-0.9803,-0.1912,-1000000,-1000000,-1000000,-1000000,0.1986,-0.09622,48.60,5.528,4.629,35.34,36.52,39.66,35.59,4.690,-0.6726,0.00017,0.000,0.00030,0.000,0.00027,0.000,0.2089,0.2233,0.1912,0.1875,0.09622,0.01911,31.83,30.06,30.72
48.70,0.000,0.00018,-0.00025,-0.00030,-0.00035,-0.00028,-1.069,-0.2089,-0.9770,-0.1906,-1000000,-1000000,-1000000,-1000000,0.1988,-0.09632,48.70,5.528,4.629,35.34,36.52,39.66,35.58,4.689,-0.6729,0.00018,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2233,0.1906,0.1862,0.09632,0.01915,31.83,30.06,30.72
48.80,0.000,0.00018,-0.00024,-0.00030,-0.00036,-0.00028,-1.069,-0.2089,-0.9964,-0.1944,-1000000,-1000000,-1000000,-1000000,0.1990,-0.09642,48.80,5.528,4.632,35.34,36.52,39.66,35.58,4.691,-0.6738,0.00018,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2233,0.1944,0.1937,0.09642,0.01919,31.83,30.06,30.71
48.90,0.000,0.00017,-0.00024,-0.00030,-0.00037,-0.00029,-1.069,-0.2089,-0.9966,-0.1944,-1000000,-1000000,-1000000,-1000000,0.1992,-0.09652,48.90,5.529,4.633,35.34,36.52,39.65,35.58,4.691,-0.6739,0.00017,0.000,0.00030,0.000,0.00029,0.000,0.2089,0.2234,0.1944,0.1938,0.09652,0.01923,31.83,30.06,30.71
49.00,0.000,0.00018,-0.00024,-0.00029,-0.00037,-0.00030,-1.069,-0.2089,-0.9849,-0.1921,-1000000,-1000000,-1000000,-1000000,0.1994,-0.09660,49.00,5.529,4.633,35.34,36.52,39.65,35.58,4.690,-0.6747,0.00018,0.000,0.00029,0.000,0.00030,0.000,0.2089,0.2234,0.1921,0.1892,0.09660,0.01926,31.83,30.05,30.71
49.10,0.000,0.00016,-0.00025,-0.00028,-0.00037,-0.00030,-1.069,-0.2089,-0.9782,-0.1908,-1000000,-1000000,-1000000,-1000000,0.1996,-0.09669,49.10,5.528,4.634,35.34,36.52,39.65,35.58,4.692,-0.6740,0.00016,0.000,0.00028,0.000,0.00030,0.000,0.2089,0.2234,0.1908,0.1866,0.09669,0.01930,31.83,30.05,30.71
49.20,0.000,0.00016,-0.00025,-0.00029,-0.00036,-0.00030,-1.069,-0.2090,-0.9720,-0.1896,-1000000,-1000000,-1000000,-1000000,0.1998,-0.09678,49.20,5.529,4.635,35.34,36.52,39.65,35.58,4.691,-0.6748,0.00016,0.000,0.00029,0.000,0.00030,0.000,0.2090,0.2234,0.1896,0.1843,0.09678,0.01933,31.83,30.05,30.71
49.30,0.000,0.00017,-0.00024,-0.00029,-0.00037,-0.00032,-1.069,-0.2090,-0.9680,-0.1888,-1000000,-1000000,-1000000,-1000000,0.2000,-0.09687,49.30,5.529,4.636,35.34,36.52,39.65,35.58,4.691,-0.6744,0.00017,0.000,0.00029,0.000,0.00032,0.000,0.2090,0.2234,0.1888,0.1827,0.09687,0.01937,31.83,30.05,30.70
49.40,0.000,0.00016,-0.00025,-0.00029,-0.00037,-0.00031,-1.069,-0.2090,-0.9685,-0.1889,-1000000,-1000000,-1000000,-1000000,0.2001,-0.09694,49.40,5.530,4.638,35.34,36.52,39.65,35.58,4.692,-0.6745,0.00016,0.000,0.00029,0.000,0.00031,0.000,0.2090,0.2234,0.1889,0.1829,0.09694,0.01940,31.83,30.05,30.70
49.50,0.000,0.00017,-0.00026,-0.00029,-0.00037,-0.00031,-1.069,-0.2089,-0.9704,-0.1893,-1000000,-1000000,-1000000,-1000000,0.2003,-0.09702,49.50,5.531,4.639,35.34,36.52,39.65,35.58,4.693,-0.6757,0.00017,0.000,0.00029,0.000,0.00031,0.000,0.2089,0.2234,0.1893,0.1837,0.09702,0.01943,31.83,30.05,30.70
49.60,0.000,0.00017,-0.00024,-0.00030,-0.00037,-0.00031,-1.069,-0.2089,-0.9848,-0.1921,-1000000,-1000000,-1000000,-1000000,0.2004,-0.09712,49.60,5.530,4.640,35.34,36.52,39.65,35.58,4.694,-0.6753,0.00017,0.000,0.00030,0.000,0.00031,0.000,0.2089,0.2234,0.1921,0.1892,0.09712,0.01947,31.83,30.05,30.70
49.70,0.000,0.00016,-0.00022,-0.00029,-0.00038,-0.00030,-1.069,-0.2090,-0.9698,-0.1892,-1000000,-1000000,-1000000,-1000000,0.2006,-0.09719,49.70,5.530,4.642,35.34,36.52,39.65,35.58,4.693,-0.6759,0.00016,0.000,0.00029,0.000,0.00030,0.000,0.2090,0.2234,0.1892,0.1834,0.09719,0.01950,31.83,30.05,30.70
49.80,0.000,0.00014,-0.00023,-0.00028,-0.00038,-0.00031,-1.069,-0.2090,-0.9779,-0.1907,-1000000,-1000000,-1000000,-1000000,0.2008,-0.09726,49.80,5.530,4.642,35.33,36.52,39.65,35.58,4.693,-0.6755,0.00014,0.000,0.00028,0.000,0.00031,0.000,0.2090,0.2234,0.1907,0.1865,0.09726,0.01953,31.83,30.05,30.69
49.90,0.000,0.00014,-0.00022,-0.00028,-0.00037,-0.00031,-1.069,-0.2090,-0.9775,-0.1907,-1000000,-1000000,-1000000,-1000000,0.2009,-0.09734,49.90,5.530,4.643,35.33,36.52,39.65,35.58,4.695,-0.6770,0.00014,0.000,0.00028,0.000,0.00031,0.000,0.2090,0.2234,0.1907,0.1864,0.09734,0.01956,31.83,30.05,30.69
50.00,0.000,0.00015,-0.00023,-0.00029,-0.00037,-0.00031,-1.069,-0.2090,-0.9781,-0.1908,-1000000,-1000000,-1000000,-1000000,0.2011,-0.09742,50.00,5.529,4.643,35.33,36.52,39.65,35.58,4.695,-0.6770,0.00015,0.000,0.00029,0.000,0.00031,0.000,0.2090,0.2234,0.1908,0.1866,0.09742,0.01959,31.83,30.05,30.69
50.10,0.000,0.00015,-0.00024,-0.00030,-0.00036,-0.00029,-1.069,-0.2090,-0.9789,-0.1909,-1000000,-1000000,-1000000,-1000000,0.2012,-0.09749,50.10,5.529,4.644,35.33,36.52,39.65,35.58,4.694,-0.6772,0.00015,0.000,0.00030,0.000,0.00029,0.000,0.2090,0.2234,0.1909,0.1869,0.09749,0.01961,31.83,30.05,30.69
50.20,0.000,0.00016,-0.00027,-0.00030,-0.00035,-0.00028,-1.069,-0.2090,-0.9730,-0.1898,-1000000,-1000000,-1000000,-1000000,0.2013,-0.09755,50.20,5.531,4.645,35.33,36.52,39.65,35.58,4.695,-0.6784,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2090,0.2234,0.1898,0.1847,0.09755,0.01964,31.83,30.05,30.69
50.30,0.000,0.00016,-0.00027,-0.00029,-0.00037,-0.00028,-1.069,-0.2090,-0.9819,-0.1915,-1000000,-1000000,-1000000,-1000000,0.2015,-0.09763,50.30,5.531,4.647,35.33,36.52,39.65,35.58,4.696,-0.6769,0.00016,0.000,0.00029,0.000,0.00028,0.000,0.2090,0.2235,0.1915,0.1881,0.09763,0.01967,31.82,30.05,30.69
50.40,0.000,0.00015,-0.00026,-0.00029,-0.00037,-0.00028,-1.069,-0.2090,-0.9902,-0.1932,-1000000,-1000000,-1000000,-1000000,0.2016,-0.09771,50.40,5.531,4.649,35.33,36.52,39.65,35.58,4.696,-0.6770,0.00015,0.000,0.00029,0.000,0.00028,0.000,0.2090,0.2235,0.1932,0.1913,0.09771,0.01970,31.83,30.05,30.68
50.50,0.000,0.00015,-0.00026,-0.00028,-0.00038,-0.00028,-1.069,-0.2090,-0.9912,-0.1933,-1000000,-1000000,-1000000,-1000000,0.2018,-0.09777,50.50,5.531,4.648,35.33,36.52,39.65,35.58,4.695,-0.6773,0.00015,0.000,0.00028,0.000,0.00028,0.000,0.2090,0.2234,0.1933,0.1916,0.09777,0.01973,31.83,30.05,30.68
50.60,0.000,0.00016,-0.00025,-0.00027,-0.00038,-0.00028,-1.069,-0.2090,-0.9913,-0.1934,-1000000,-1000000,-1000000,-1000000,0.2019,-0.09784,50.60,5.530,4.649,35.33,36.52,39.65,35.58,4.696,-0.6772,0.00016,0.000,0.00027,0.000,0.00028,0.000,0.2090,0.2234,0.1934,0.1917,0.09784,0.01975,31.83,30.05,30.68
50.70,0.000,0.00015,-0.00025,-0.00026,-0.00038,-0.00029,-1.069,-0.2090,-0.9929,-0.1937,-1000000,-1000000,-1000000,-1000000,0.2020,-0.09790,50.70,5.530,4.649,35.33,36.52,39.65,35.58,4.696,-0.6770,0.00015,0.000,0.00026,0.000,0.00029,0.000,0.2090,0.2234,0.1937,0.1923,0.09790,0.01978,31.83,30.05,30.68
50.80,0.000,0.00016,-0.00025,-0.00026,-0.00038,-0.00029,-1.069,-0.2090,-0.9928,-0.1937,-1000000,-1000000,-1000000,-1000000,0.2022,-0.09796,50.80,5.530,4.649,35.33,36.52,39.65,35.58,4.696,-0.6782,0.00016,0.000,0.00026,0.000,0.00029,0.000,0.2090,0.2235,0.1937,0.1923,0.09796,0.01980,31.82,30.05,30.68
50.90,0.000,0.00016,-0.00025,-0.00028,-0.00037,-0.00028,-1.069,-0.2090,-0.9801,-0.1912,-1000000,-1000000,-1000000,-1000000,0.2023,-0.09803,50.90,5.530,4.651,35.33,36.52,39.65,35.57,4.696,-0.6778,0.00016,0.000,0.00028,0.000,0.00028,0.000,0.2090,0.2235,0.1912,0.1874,0.09803,0.01983,31.82,30.04,30.68
51.00,0.000,0.00017,-0.00024,-0.00028,-0.00036,-0.00028,-1.069,-0.2090,-0.9799,-0.1911,-1000000,-1000000,-1000000,-1000000,0.2024,-0.09808,51.00,5.531,4.652,35.33,36.52,39.65,35.57,4.696,-0.6781,0.00017,0.000,0.00028,0.000,0.00028,0.000,0.2090,0.2235,0.1911,0.1873,0.09808,0.01985,31.83,30.04,30.67
51.10,0.000,0.00017,-0.00026,-0.00028,-0.00036,-0.00028,-1.069,-0.2090,-0.9696,-0.1891,-1000000,-1000000,-1000000,-1000000,0.2026,-0.09817,51.10,5.530,4.653,35.33,36.52,39.65,35.57,4.696,-0.6779,0.00017,0.000,0.00028,0.000,0.00028,0.000,0.2090,0.2235,0.1891,0.1834,0.09817,0.01988,31.83,30.04,30.67
51.20,0.000,0.00018,-0.00027,-0.00027,-0.00037,-0.00029,-1.069,-0.2090,-0.9526,-0.1858,-1000000,-1000000,-1000000,-1000000,0.2027,-0.09823,51.20,5.531,4.654,35.32,36.52,39.65,35.57,4.696,-0.6774,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2090,0.2235,0.1858,0.1770,0.09823,0.01991,31.82,30.04,30.67
51.30,0.000,0.00018,-0.00027,-0.00028,-0.00037,-0.00030,-1.069,-0.2090,-0.9678,-0.1888,-1000000,-1000000,-1000000,-1000000,0.2028,-0.09827,51.30,5.531,4.654,35.32,36.52,39.65,35.57,4.696,-0.6773,0.00018,0.000,0.00028,0.000,0.00030,0.000,0.2090,0.2235,0.1888,0.1827,0.09827,0.01993,31.82,30.04,30.67
51.40,0.000,0.00018,-0.00027,-0.00028,-0.00037,-0.00030,-1.069,-0.2090,-0.9885,-0.1928,-1000000,-1000000,-1000000,-1000000,0.2029,-0.09831,51.40,5.532,4.655,35.32,36.52,39.65,35.57,4.697,-0.6776,0.00018,0.000,0.00028,0.000,0.00030,0.000,0.2090,0.2235,0.1928,0.1906,0.09831,0.01995,31.82,30.04,30.67
51.50,0.000,0.00017,-0.00028,-0.00028,-0.00036,-0.00030,-1.069,-0.2090,-0.9855,-0.1922,-1000000,-1000000,-1000000,-1000000,0.2030,-0.09839,51.50,5.531,4.656,35.32,36.52,39.65,35.57,4.696,-0.6780,0.00017,0.000,0.00028,0.000,0.00030,0.000,0.2090,0.2235,0.1922,0.1895,0.09839,0.01997,31.82,30.04,30.67
51.60,0.000,0.00017,-0.00027,-0.00027,-0.00036,-0.00029,-1.069,-0.2090,-0.9815,-0.1915,-1000000,-1000000,-1000000,-1000000,0.2031,-0.09844,51.60,5.530,4.656,35.32,36.52,39.65,35.57,4.696,-0.6775,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2090,0.2235,0.1915,0.1879,0.09844,0.01999,31.82,30.04,30.67
51.70,0.000,0.00018,-0.00026,-0.00027,-0.00036,-0.00029,-1.069,-0.2090,-0.9787,-0.1909,-1000000,-1000000,-1000000,-1000000,0.2032,-0.09846,51.70,5.531,4.656,35.32,36.52,39.65,35.57,4.696,-0.6773,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2090,0.2235,0.1909,0.1868,0.09846,0.02001,31.83,30.04,30.67
51.80,0.000,0.00018,-0.00027,-0.00028,-0.00037,-0.00029,-1.069,-0.2090,-0.9721,-0.1896,-1000000,-1000000,-1000000,-1000000,0.2033,-0.09852,51.80,5.530,4.657,35.32,36.52,39.65,35.57,4.697,-0.6774,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2090,0.2235,0.1896,0.1843,0.09852,0.02003,31.83,30.04,30.66
51.90,0.000,0.00017,-0.00026,-0.00027,-0.00037,-0.00029,-1.069,-0.2090,-0.9647,-0.1881,-1000000,-1000000,-1000000,-1000000,0.2034,-0.09857,51.90,5.530,4.657,35.32,36.52,39.65,35.57,4.696,-0.6782,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2090,0.2235,0.1881,0.1815,0.09857,0.02005,31.83,30.04,30.66
52.00,0.000,0.00018,-0.00026,-0.00028,-0.00037,-0.00029,-1.069,-0.2090,-0.9590,-0.1870,-1000000,-1000000,-1000000,-1000000,0.2035,-0.09862,52.00,5.529,4.657,35.32,36.52,39.65,35.57,4.695,-0.6775,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2090,0.2235,0.1870,0.1794,0.09862,0.02007,31.83,30.04,30.66
52.10,0.000,0.00020,-0.00026,-0.00028,-0.00037,-0.00029,-1.069,-0.2090,-0.9631,-0.1879,-1000000,-1000000,-1000000,-1000000,0.2036,-0.09867,52.10,5.529,4.657,35.32,36.52,39.65,35.57,4.696,-0.6764,0.00020,0.000,0.00028,0.000,0.00029,0.000,0.2090,0.2235,0.1879,0.1809,0.09867,0.02009,31.83,30.04,30.66
52.20,0.000,0.00020,-0.00027,-0.00029,-0.00037,-0.00030,-1.069,-0.2090,-0.9767,-0.1905,-1000000,-1000000,-1000000,-1000000,0.2036,-0.09871,52.20,5.530,4.659,35.32,36.52,39.65,35.57,4.695,-0.6760,0.00020,0.000,0.00029,0.000,0.00030,0.000,0.2090,0.2235,0.1905,0.1861,0.09871,0.02010,31.83,30.04,30.66
