Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],MX1601_CH_11_[V],MX1601_CH_12_[V],MX1601_CH_13_[mA],MX1601_CH_14_[mA],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
38.70,0.000,0.00014,-0.00029,-0.00023,-0.00038,-0.00027,-1.070,-0.2091,-0.7197,-0.1402,-1000000,-1000000,-1000000,-1000000,0.1951,-0.09454,38.70,5.508,4.433,35.30,36.50,39.69,35.64,4.697,-0.6791,0.00014,0.000,0.00023,0.000,0.00027,0.000,0.2091,0.2237,0.1402,0.1009,0.09454,0.01844,31.81,30.13,30.86
38.80,0.000,0.00015,-0.00027,-0.00023,-0.00038,-0.00026,-1.070,-0.2091,-0.7726,-0.1505,-1000000,-1000000,-1000000,-1000000,0.1944,-0.09416,38.80,5.509,4.434,35.30,36.50,39.69,35.64,4.697,-0.6782,0.00015,0.000,0.00023,0.000,0.00026,0.000,0.2091,0.2237,0.1505,0.1163,0.09416,0.01830,31.81,30.13,30.86
38.90,0.000,0.00014,-0.00027,-0.00024,-0.00038,-0.00026,-1.070,-0.2091,-0.8282,-0.1614,-1000000,-1000000,-1000000,-1000000,0.1938,-0.09388,38.90,5.510,4.434,35.30,36.50,39.69,35.64,4.698,-0.6776,0.00014,0.000,0.00024,0.000,0.00026,0.000,0.2091,0.2236,0.1614,0.1337,0.09388,0.01819,31.81,30.13,30.87
39.00,0.000,0.00015,-0.00027,-0.00024,-0.00038,-0.00025,-1.070,-0.2091,-0.8493,-0.1656,-1000000,-1000000,-1000000,-1000000,0.1932,-0.09361,39.00,5.509,4.435,35.30,36.50,39.69,35.64,4.698,-0.6765,0.00015,0.000,0.00024,0.000,0.00025,0.000,0.2091,0.2236,0.1656,0.1406,0.09361,0.01809,31.81,30.13,30.87
39.10,0.000,0.00015,-0.00027,-0.00025,-0.00038,-0.00029,-1.070,-0.2090,-0.8397,-0.1637,-1000000,-1000000,-1000000,-1000000,0.1927,-0.09333,39.10,5.510,4.436,35.30,36.51,39.69,35.64,4.698,-0.6749,0.00015,0.000,0.00025,0.000,0.00029,0.000,0.2090,0.2236,0.1637,0.1375,0.09333,0.01798,31.81,30.13,30.87
39.20,0.000,0.00015,-0.00028,-0.00024,-0.00039,-0.00030,-1.070,-0.2090,-0.8295,-0.1617,-1000000,-1000000,-1000000,-1000000,0.1921,-0.09305,39.20,5.510,4.437,35.31,36.51,39.69,35.63,4.697,-0.6738,0.00015,0.000,0.00024,0.000,0.00030,0.000,0.2090,0.2236,0.1617,0.1341,0.09305,0.01788,31.81,30.12,30.87
39.30,0.000,0.00016,-0.00028,-0.00023,-0.00039,-0.00030,-1.070,-0.2090,-0.8424,-0.1642,-1000000,-1000000,-1000000,-1000000,0.1916,-0.09280,39.30,5.510,4.436,35.31,36.51,39.69,35.63,4.697,-0.6729,0.00016,0.000,0.00023,0.000,0.00030,0.000,0.2090,0.2236,0.1642,0.1383,0.09280,0.01778,31.81,30.12,30.87
39.40,0.000,0.00015,-0.00027,-0.00026,-0.00039,-0.00029,-1.070,-0.2090,-0.8500,-0.1657,-1000000,-1000000,-1000000,-1000000,0.1912,-0.09263,39.40,5.510,4.438,35.31,36.50,39.69,35.63,4.696,-0.6722,0.00015,0.000,0.00026,0.000,0.00029,0.000,0.2090,0.2236,0.1657,0.1408,0.09263,0.01771,31.81,30.12,30.87
39.50,0.000,0.00016,-0.00028,-0.00028,-0.00038,-0.00029,-1.070,-0.2090,-0.8458,-0.1649,-1000000,-1000000,-1000000,-1000000,0.1909,-0.09249,39.50,5.510,4.438,35.31,36.50,39.69,35.63,4.697,-0.6712,0.00016,0.000,0.00028,0.000,0.00029,0.000,0.2090,0.2236,0.1649,0.1394,0.09249,0.01766,31.81,30.12,30.88
39.60,0.000,0.00015,-0.00028,-0.00029,-0.00038,-0.00028,-1.070,-0.2090,-0.8328,-0.1623,-1000000,-1000000,-1000000,-1000000,0.1907,-0.09238,39.60,5.510,4.437,35.32,36.50,39.69,35.63,4.696,-0.6710,0.00015,0.000,0.00029,0.000,0.00028,0.000,0.2090,0.2236,0.1623,0.1352,0.09238,0.01761,31.81,30.12,30.88
39.70,0.000,0.00015,-0.00028,-0.00028,-0.00037,-0.00027,-1.069,-0.2090,-0.8361,-0.1630,-1000000,-1000000,-1000000,-1000000,0.1905,-0.09231,39.70,5.509,4.438,35.32,36.50,39.69,35.63,4.696,-0.6706,0.00015,0.000,0.00028,0.000,0.00027,0.000,0.2090,0.2235,0.1630,0.1363,0.09231,0.01759,31.81,30.12,30.88
39.80,0.000,0.00015,-0.00029,-0.00028,-0.00036,-0.00028,-1.069,-0.2090,-0.8726,-0.1701,-1000000,-1000000,-1000000,-1000000,0.1903,-0.09221,39.80,5.511,4.439,35.32,36.51,39.69,35.63,4.696,-0.6690,0.00015,0.000,0.00028,0.000,0.00028,0.000,0.2090,0.2235,0.1701,0.1484,0.09221,0.01755,31.81,30.12,30.88
39.90,0.000,0.00016,-0.00028,-0.00028,-0.00037,-0.00027,-1.069,-0.2090,-0.8974,-0.1750,-1000000,-1000000,-1000000,-1000000,0.1902,-0.09211,39.90,5.510,4.440,35.32,36.51,39.68,35.63,4.696,-0.6685,0.00016,0.000,0.00028,0.000,0.00027,0.000,0.2090,0.2235,0.1750,0.1570,0.09211,0.01752,31.81,30.12,30.88
40.00,0.000,0.00015,-0.00027,-0.00028,-0.00037,-0.00026,-1.069,-0.2090,-0.8996,-0.1754,-1000000,-1000000,-1000000,-1000000,0.1900,-0.09205,40.00,5.510,4.440,35.32,36.50,39.68,35.63,4.695,-0.6682,0.00015,0.000,0.00028,0.000,0.00026,0.000,0.2090,0.2235,0.1754,0.1578,0.09205,0.01749,31.81,30.12,30.89
40.10,0.000,0.00015,-0.00027,-0.00028,-0.00037,-0.00025,-1.069,-0.2090,-0.8902,-0.1736,-1000000,-1000000,-1000000,-1000000,0.1898,-0.09196,40.10,5.511,4.441,35.33,36.50,39.68,35.63,4.695,-0.6667,0.00015,0.000,0.00028,0.000,0.00025,0.000,0.2090,0.2235,0.1736,0.1545,0.09196,0.01746,31.81,30.12,30.89
40.20,0.000,0.00016,-0.00027,-0.00028,-0.00037,-0.00027,-1.069,-0.2090,-0.8906,-0.1737,-1000000,-1000000,-1000000,-1000000,0.1896,-0.09186,40.20,5.511,4.443,35.33,36.51,39.68,35.63,4.695,-0.6665,0.00016,0.000,0.00028,0.000,0.00027,0.000,0.2090,0.2235,0.1737,0.1547,0.09186,0.01742,31.81,30.12,30.89
40.30,0.000,0.00015,-0.00026,-0.00029,-0.00036,-0.00027,-1.069,-0.2090,-0.8884,-0.1732,-1000000,-1000000,-1000000,-1000000,0.1894,-0.09177,40.30,5.512,4.444,35.33,36.51,39.68,35.63,4.695,-0.6653,0.00015,0.000,0.00029,0.000,0.00027,0.000,0.2090,0.2234,0.1732,0.1539,0.09177,0.01738,31.81,30.12,30.89
40.40,0.000,0.00016,-0.00027,-0.00029,-0.00036,-0.00028,-1.069,-0.2090,-0.9032,-0.1761,-1000000,-1000000,-1000000,-1000000,0.1893,-0.09170,40.40,5.511,4.444,35.33,36.51,39.68,35.63,4.694,-0.6645,0.00016,0.000,0.00029,0.000,0.00028,0.000,0.2090,0.2234,0.1761,0.1591,0.09170,0.01736,31.81,30.12,30.89
40.50,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00028,-1.069,-0.2089,-0.9235,-0.1801,-1000000,-1000000,-1000000,-1000000,0.1891,-0.09161,40.50,5.512,4.445,35.34,36.51,39.68,35.63,4.694,-0.6638,0.00016,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2234,0.1801,0.1663,0.09161,0.01733,31.81,30.11,30.89
40.60,0.000,0.00016,-0.00028,-0.00029,-0.00038,-0.00028,-1.069,-0.2089,-0.9313,-0.1816,-1000000,-1000000,-1000000,-1000000,0.1890,-0.09153,40.60,5.512,4.446,35.34,36.51,39.68,35.63,4.693,-0.6629,0.00016,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2234,0.1816,0.1691,0.09153,0.01730,31.81,30.11,30.89
40.70,0.000,0.00016,-0.00027,-0.00028,-0.00037,-0.00028,-1.069,-0.2089,-0.9382,-0.1830,-1000000,-1000000,-1000000,-1000000,0.1889,-0.09150,40.70,5.512,4.447,35.34,36.51,39.68,35.63,4.693,-0.6635,0.00016,0.000,0.00028,0.000,0.00028,0.000,0.2089,0.2234,0.1830,0.1717,0.09150,0.01728,31.81,30.11,30.89
40.80,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00026,-1.069,-0.2089,-0.9485,-0.1850,-1000000,-1000000,-1000000,-1000000,0.1888,-0.09145,40.80,5.513,4.449,35.34,36.51,39.68,35.63,4.692,-0.6626,0.00016,0.000,0.00029,0.000,0.00026,0.000,0.2089,0.2234,0.1850,0.1755,0.09145,0.01726,31.81,30.11,30.89
40.90,0.000,0.00015,-0.00029,-0.00030,-0.00037,-0.00026,-1.069,-0.2089,-0.9514,-0.1856,-1000000,-1000000,-1000000,-1000000,0.1886,-0.09139,40.90,5.514,4.449,35.34,36.51,39.68,35.63,4.692,-0.6612,0.00015,0.000,0.00030,0.000,0.00026,0.000,0.2089,0.2234,0.1856,0.1765,0.09139,0.01724,31.82,30.11,30.89
41.00,0.000,0.00015,-0.00028,-0.00028,-0.00037,-0.00027,-1.069,-0.2089,-0.9552,-0.1863,-1000000,-1000000,-1000000,-1000000,0.1885,-0.09132,41.00,5.514,4.452,35.34,36.51,39.68,35.62,4.691,-0.6612,0.00015,0.000,0.00028,0.000,0.00027,0.000,0.2089,0.2234,0.1863,0.1780,0.09132,0.01722,31.82,30.11,30.89
41.10,0.000,0.00015,-0.00028,-0.00028,-0.00037,-0.00027,-1.069,-0.2089,-0.9690,-0.1890,-1000000,-1000000,-1000000,-1000000,0.1884,-0.09127,41.10,5.512,4.454,35.34,36.51,39.67,35.62,4.692,-0.6613,0.00015,0.000,0.00028,0.000,0.00027,0.000,0.2089,0.2234,0.1890,0.1832,0.09127,0.01719,31.82,30.11,30.89
41.20,0.000,0.00015,-0.00028,-0.00025,-0.00037,-0.00027,-1.069,-0.2089,-1.010,-0.1971,-1000000,-1000000,-1000000,-1000000,0.1882,-0.09117,41.20,5.513,4.454,35.35,36.51,39.67,35.62,4.692,-0.6598,0.00015,0.000,0.00025,0.000,0.00027,0.000,0.2089,0.2234,0.1971,0.1991,0.09117,0.01716,31.81,30.11,30.89
41.30,0.000,0.00014,-0.00028,-0.00025,-0.00037,-0.00026,-1.069,-0.2089,-0.9828,-0.1917,-1000000,-1000000,-1000000,-1000000,0.1880,-0.09107,41.30,5.512,4.456,35.35,36.51,39.67,35.62,4.692,-0.6597,0.00014,0.000,0.00025,0.000,0.00026,0.000,0.2089,0.2234,0.1917,0.1885,0.09107,0.01712,31.82,30.11,30.89
41.40,0.000,0.00014,-0.00029,-0.00026,-0.00037,-0.00027,-1.069,-0.2089,-0.8171,-0.1593,-1000000,-1000000,-1000000,-1000000,0.1878,-0.09097,41.40,5.513,4.458,35.35,36.51,39.67,35.62,4.692,-0.6582,0.00014,0.000,0.00026,0.000,0.00027,0.000,0.2089,0.2233,0.1593,0.1302,0.09097,0.01709,31.82,30.11,30.89
41.50,0.000,0.00015,-0.00028,-0.00025,-0.00038,-0.00027,-1.069,-0.2089,-0.7580,-0.1477,-1000000,-1000000,-1000000,-1000000,0.1876,-0.09091,41.50,5.513,4.460,35.35,36.51,39.67,35.62,4.692,-0.6590,0.00015,0.000,0.00025,0.000,0.00027,0.000,0.2089,0.2233,0.1477,0.1120,0.09091,0.01706,31.82,30.11,30.89
41.60,0.000,0.00016,-0.00028,-0.00026,-0.00038,-0.00027,-1.069,-0.2089,-0.7323,-0.1427,-1000000,-1000000,-1000000,-1000000,0.1875,-0.09083,41.60,5.512,4.463,35.35,36.51,39.67,35.62,4.691,-0.6586,0.00016,0.000,0.00026,0.000,0.00027,0.000,0.2089,0.2233,0.1427,0.1045,0.09083,0.01703,31.82,30.11,30.89
41.70,0.000,0.00015,-0.00029,-0.00026,-0.00037,-0.00029,-1.069,-0.2089,-0.8020,-0.1563,-1000000,-1000000,-1000000,-1000000,0.1873,-0.09071,41.70,5.514,4.465,35.35,36.51,39.67,35.62,4.692,-0.6577,0.00015,0.000,0.00026,0.000,0.00029,0.000,0.2089,0.2233,0.1563,0.1254,0.09071,0.01699,31.82,30.11,30.89
41.80,0.000,0.00015,-0.00029,-0.00028,-0.00037,-0.00030,-1.069,-0.2089,-0.7235,-0.1410,-1000000,-1000000,-1000000,-1000000,0.1870,-0.09061,41.80,5.514,4.467,35.35,36.51,39.67,35.62,4.691,-0.6585,0.00015,0.000,0.00028,0.000,0.00030,0.000,0.2089,0.2233,0.1410,0.1020,0.09061,0.01695,31.82,30.11,30.88
41.90,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00030,-1.069,-0.2089,-0.7238,-0.1410,-1000000,-1000000,-1000000,-1000000,0.1869,-0.09052,41.90,5.513,4.470,35.35,36.51,39.67,35.62,4.691,-0.6578,0.00016,0.000,0.00029,0.000,0.00030,0.000,0.2089,0.2233,0.1410,0.1021,0.09052,0.01691,31.82,30.11,30.88
42.00,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00030,-1.069,-0.2089,-0.7312,-0.1425,-1000000,-1000000,-1000000,-1000000,0.1867,-0.09044,42.00,5.513,4.471,35.35,36.51,39.67,35.62,4.690,-0.6573,0.00016,0.000,0.00029,0.000,0.00030,0.000,0.2089,0.2233,0.1425,0.1042,0.09044,0.01688,31.82,30.11,30.88
42.10,0.000,0.00015,-0.00028,-0.00029,-0.00037,-0.00029,-1.069,-0.2089,-0.7200,-0.1402,-1000000,-1000000,-1000000,-1000000,0.1864,-0.09033,42.10,5.513,4.475,35.35,36.51,39.67,35.62,4.690,-0.6574,0.00015,0.000,0.00029,0.000,0.00029,0.000,0.2089,0.2233,0.1402,0.1010,0.09033,0.01684,31.82,30.11,30.88
42.20,0.000,0.00015,-0.00027,-0.00029,-0.00037,-0.00029,-1.069,-0.2089,-0.7209,-0.1404,-1000000,-1000000,-1000000,-1000000,0.1863,-0.09023,42.20,5.513,4.478,35.35,36.51,39.67,35.62,4.691,-0.6566,0.00015,0.000,0.00029,0.000,0.00029,0.000,0.2089,0.2232,0.1404,0.1012,0.09023,0.01681,31.82,30.11,30.88
42.30,0.000,0.00015,-0.00028,-0.00030,-0.00037,-0.00028,-1.069,-0.2089,-0.7203,-0.1403,-1000000,-1000000,-1000000,-1000000,0.1862,-0.09017,42.30,5.514,4.480,35.36,36.51,39.67,35.62,4.691,-0.6569,0.00015,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2232,0.1403,0.1011,0.09017,0.01679,31.82,30.10,30.88
42.40,0.000,0.00016,-0.00028,-0.00030,-0.00037,-0.00028,-1.069,-0.2089,-0.7555,-0.1472,-1000000,-1000000,-1000000,-1000000,0.1860,-0.09010,42.40,5.515,4.483,35.36,36.51,39.67,35.62,4.692,-0.6561,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2232,0.1472,0.1112,0.09010,0.01676,31.82,30.10,30.87
42.50,0.000,0.00016,-0.00029,-0.00029,-0.00037,-0.00028,-1.069,-0.2089,-0.7468,-0.1455,-1000000,-1000000,-1000000,-1000000,0.1859,-0.09004,42.50,5.514,4.487,35.36,36.51,39.67,35.62,4.690,-0.6561,0.00016,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2232,0.1455,0.1087,0.09004,0.01674,31.82,30.10,30.87
42.60,0.000,0.00016,-0.00029,-0.00029,-0.00038,-0.00027,-1.069,-0.2089,-0.7336,-0.1429,-1000000,-1000000,-1000000,-1000000,0.1857,-0.08997,42.60,5.514,4.488,35.36,36.51,39.67,35.62,4.690,-0.6574,0.00016,0.000,0.00029,0.000,0.00027,0.000,0.2089,0.2232,0.1429,0.1049,0.08997,0.01671,31.82,30.10,30.87
42.70,0.000,0.00015,-0.00028,-0.00029,-0.00038,-0.00028,-1.069,-0.2089,-0.7333,-0.1428,-1000000,-1000000,-1000000,-1000000,0.1855,-0.08988,42.70,5.514,4.493,35.36,36.51,39.67,35.62,4.690,-0.6559,0.00015,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2232,0.1428,0.1047,0.08988,0.01668,31.82,30.10,30.87
42.80,0.000,0.00015,-0.00027,-0.00028,-0.00037,-0.00029,-1.069,-0.2089,-0.7470,-0.1455,-1000000,-1000000,-1000000,-1000000,0.1854,-0.08980,42.80,5.515,4.496,35.36,36.51,39.67,35.62,4.691,-0.6557,0.00015,0.000,0.00028,0.000,0.00029,0.000,0.2089,0.2232,0.1455,0.1087,0.08980,0.01665,31.82,30.10,30.86
42.90,0.000,0.00014,-0.00027,-0.00028,-0.00038,-0.00029,-1.069,-0.2089,-0.7058,-0.1375,-1000000,-1000000,-1000000,-1000000,0.1853,-0.08974,42.90,5.514,4.498,35.36,36.51,39.67,35.61,4.690,-0.6554,0.00014,0.000,0.00028,0.000,0.00029,0.000,0.2089,0.2232,0.1375,0.09703,0.08974,0.01662,31.82,30.10,30.86
43.00,0.000,0.00015,-0.00028,-0.00026,-0.00037,-0.00028,-1.069,-0.2089,-0.7876,-0.1535,-1000000,-1000000,-1000000,-1000000,0.1851,-0.08965,43.00,5.515,4.502,35.36,36.51,39.67,35.62,4.690,-0.6553,0.00015,0.000,0.00026,0.000,0.00028,0.000,0.2089,0.2232,0.1535,0.1209,0.08965,0.01659,31.82,30.10,30.86
43.10,0.000,0.00015,-0.00027,-0.00026,-0.00037,-0.00027,-1.069,-0.2088,-0.7446,-0.1451,-1000000,-1000000,-1000000,-1000000,0.1848,-0.08959,43.10,5.515,4.505,35.36,36.51,39.67,35.62,4.690,-0.6553,0.00015,0.000,0.00026,0.000,0.00027,0.000,0.2088,0.2232,0.1451,0.1080,0.08959,0.01656,31.82,30.10,30.85
43.20,0.000,0.00016,-0.00028,-0.00028,-0.00036,-0.00027,-1.069,-0.2088,-0.6340,-0.1234,-1000000,-1000000,-1000000,-1000000,0.1846,-0.08950,43.20,5.516,4.508,35.36,36.51,39.67,35.61,4.690,-0.6553,0.00016,0.000,0.00028,0.000,0.00027,0.000,0.2088,0.2232,0.1234,0.07824,0.08950,0.01652,31.82,30.10,30.85
43.30,0.000,0.00015,-0.00028,-0.00028,-0.00037,-0.00028,-1.069,-0.2088,-0.6182,-0.1203,-1000000,-1000000,-1000000,-1000000,0.1844,-0.08938,43.30,5.515,4.510,35.36,36.51,39.67,35.61,4.690,-0.6554,0.00015,0.000,0.00028,0.000,0.00028,0.000,0.2088,0.2232,0.1203,0.07438,0.08938,0.01648,31.82,30.10,30.85
43.40,0.000,0.00016,-0.00026,-0.00029,-0.00039,-0.00026,-1.069,-0.2089,-0.7002,-0.1364,-1000000,-1000000,-1000000,-1000000,0.1842,-0.08926,43.40,5.515,4.514,35.36,36.51,39.67,35.61,4.690,-0.6551,0.00016,0.000,0.00029,0.000,0.00026,0.000,0.2089,0.2232,0.1364,0.09550,0.08926,0.01644,31.82,30.10,30.85
43.50,0.000,0.00016,-0.00028,-0.00029,-0.00039,-0.00027,-1.069,-0.2088,-0.7459,-0.1453,-1000000,-1000000,-1000000,-1000000,0.1840,-0.08914,43.50,5.516,4.518,35.36,36.51,39.67,35.61,4.691,-0.6557,0.00016,0.000,0.00029,0.000,0.00027,0.000,0.2088,0.2232,0.1453,0.1084,0.08914,0.01640,31.82,30.10,30.84
43.60,0.000,0.00015,-0.00028,-0.00029,-0.00038,-0.00028,-1.069,-0.2089,-0.6920,-0.1347,-1000000,-1000000,-1000000,-1000000,0.1838,-0.08911,43.60,5.515,4.521,35.36,36.51,39.66,35.61,4.690,-0.6553,0.00015,0.000,0.00029,0.000,0.00028,0.000,0.2089,0.2232,0.1347,0.09324,0.08911,0.01638,31.82,30.10,30.84
43.70,0.000,0.00014,-0.00028,-0.00028,-0.00039,-0.00027,-1.069,-0.2089,-0.6104,-0.1188,-1000000,-1000000,-1000000,-1000000,0.1838,-0.08910,43.70,5.516,4.523,35.36,36.51,39.66,35.61,4.691,-0.6547,0.00014,0.000,0.00028,0.000,0.00027,0.000,0.2089,0.2232,0.1188,0.07250,0.08910,0.01637,31.82,30.10,30.84
43.80,0.000,0.00014,-0.00027,-0.00029,-0.00039,-0.00027,-1.069,-0.2089,-0.6478,-0.1261,-1000000,-1000000,-1000000,-1000000,0.1838,-0.08912,43.80,5.516,4.527,35.36,36.51,39.66,35.61,4.691,-0.6547,0.00014,0.000,0.00029,0.000,0.00027,0.000,0.2089,0.2232,0.1261,0.08170,0.08912,0.01638,31.82,30.10,30.83
43.90,0.000,0.00014,-0.00028,-0.00030,-0.00039,-0.00027,-1.069,-0.2088,-0.6104,-0.1188,-1000000,-1000000,-1000000,-1000000,0.1839,-0.08915,43.90,5.516,4.529,35.36,36.51,39.66,35.61,4.690,-0.6549,0.00014,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1188,0.07252,0.08915,0.01640,31.82,30.09,30.83
44.00,0.000,0.00016,-0.00028,-0.00029,-0.00038,-0.00027,-1.069,-0.2088,-0.5654,-0.1100,-1000000,-1000000,-1000000,-1000000,0.1840,-0.08919,44.00,5.514,4.531,35.36,36.51,39.66,35.61,4.690,-0.6559,0.00016,0.000,0.00029,0.000,0.00027,0.000,0.2088,0.2232,0.1100,0.06218,0.08919,0.01642,31.82,30.09,30.83
44.10,0.000,0.00017,-0.00028,-0.00028,-0.00039,-0.00026,-1.069,-0.2088,-0.5635,-0.1096,-1000000,-1000000,-1000000,-1000000,0.1842,-0.08926,44.10,5.516,4.534,35.36,36.51,39.66,35.61,4.690,-0.6557,0.00017,0.000,0.00028,0.000,0.00026,0.000,0.2088,0.2232,0.1096,0.06177,0.08926,0.01644,31.82,30.09,30.83
44.20,0.000,0.00016,-0.00028,-0.00028,-0.00039,-0.00025,-1.069,-0.2088,-0.5918,-0.1152,-1000000,-1000000,-1000000,-1000000,0.1843,-0.08933,44.20,5.517,4.536,35.36,36.51,39.66,35.61,4.690,-0.6549,0.00016,0.000,0.00028,0.000,0.00025,0.000,0.2088,0.2232,0.1152,0.06815,0.08933,0.01647,31.82,30.09,30.83
44.30,0.000,0.00017,-0.00027,-0.00027,-0.00038,-0.00025,-1.069,-0.2088,-0.5864,-0.1141,-1000000,-1000000,-1000000,-1000000,0.1845,-0.08939,44.30,5.516,4.539,35.36,36.51,39.66,35.61,4.689,-0.6563,0.00017,0.000,0.00027,0.000,0.00025,0.000,0.2088,0.2232,0.1141,0.06690,0.08939,0.01649,31.82,30.09,30.82
44.40,0.000,0.00018,-0.00028,-0.00028,-0.00038,-0.00025,-1.069,-0.2088,-0.6225,-0.1211,-1000000,-1000000,-1000000,-1000000,0.1845,-0.08942,44.40,5.516,4.542,35.36,36.51,39.66,35.61,4.689,-0.6557,0.00018,0.000,0.00028,0.000,0.00025,0.000,0.2088,0.2232,0.1211,0.07541,0.08942,0.01650,31.82,30.09,30.82
44.50,0.000,0.00017,-0.00027,-0.00029,-0.00037,-0.00025,-1.069,-0.2088,-0.6130,-0.1193,-1000000,-1000000,-1000000,-1000000,0.1842,-0.08931,44.50,5.517,4.544,35.36,36.51,39.66,35.61,4.690,-0.6564,0.00017,0.000,0.00029,0.000,0.00025,0.000,0.2088,0.2232,0.1193,0.07312,0.08931,0.01646,31.82,30.09,30.82
44.60,0.000,0.00017,-0.00028,-0.00029,-0.00037,-0.00026,-1.069,-0.2088,-0.6429,-0.1251,-1000000,-1000000,-1000000,-1000000,0.1837,-0.08905,44.60,5.518,4.547,35.36,36.51,39.66,35.61,4.690,-0.6567,0.00017,0.000,0.00029,0.000,0.00026,0.000,0.2088,0.2232,0.1251,0.08045,0.08905,0.01636,31.82,30.09,30.81
44.70,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00025,-1.069,-0.2088,-0.6055,-0.1178,-1000000,-1000000,-1000000,-1000000,0.1835,-0.08898,44.70,5.517,4.550,35.36,36.51,39.66,35.61,4.690,-0.6568,0.00016,0.000,0.00029,0.000,0.00025,0.000,0.2088,0.2232,0.1178,0.07136,0.08898,0.01633,31.82,30.09,30.81
44.80,0.000,0.00016,-0.00028,-0.00029,-0.00037,-0.00026,-1.069,-0.2089,-0.5910,-0.1150,-1000000,-1000000,-1000000,-1000000,0.1837,-0.08907,44.80,5.516,4.553,35.36,36.51,39.66,35.61,4.689,-0.6571,0.00016,0.000,0.00029,0.000,0.00026,0.000,0.2089,0.2232,0.1150,0.06796,0.08907,0.01636,31.82,30.09,30.81
44.90,0.000,0.00016,-0.00027,-0.00030,-0.00037,-0.00026,-1.069,-0.2088,-0.6180,-0.1203,-1000000,-1000000,-1000000,-1000000,0.1840,-0.08920,44.90,5.518,4.556,35.36,36.51,39.66,35.61,4.689,-0.6573,0.00016,0.000,0.00030,0.000,0.00026,0.000,0.2088,0.2232,0.1203,0.07434,0.08920,0.01641,31.83,30.09,30.80
45.00,0.000,0.00017,-0.00028,-0.00030,-0.00037,-0.00026,-1.069,-0.2088,-0.6188,-0.1205,-1000000,-1000000,-1000000,-1000000,0.1841,-0.08924,45.00,5.518,4.559,35.36,36.51,39.66,35.61,4.689,-0.6573,0.00017,0.000,0.00030,0.000,0.00026,0.000,0.2088,0.2232,0.1205,0.07454,0.08924,0.01643,31.83,30.09,30.80
45.10,0.000,0.00017,-0.00027,-0.00029,-0.00036,-0.00027,-1.069,-0.2088,-0.6182,-0.1203,-1000000,-1000000,-1000000,-1000000,0.1840,-0.08915,45.10,5.518,4.560,35.36,36.51,39.66,35.61,4.689,-0.6584,0.00017,0.000,0.00029,0.000,0.00027,0.000,0.2088,0.2232,0.1203,0.07439,0.08915,0.01640,31.82,30.09,30.80
45.20,0.000,0.00016,-0.00027,-0.00029,-0.00036,-0.00027,-1.069,-0.2088,-0.5426,-0.1055,-1000000,-1000000,-1000000,-1000000,0.1840,-0.08920,45.20,5.519,4.563,35.36,36.51,39.66,35.60,4.689,-0.6585,0.00016,0.000,0.00029,0.000,0.00027,0.000,0.2088,0.2232,0.1055,0.05727,0.08920,0.01641,31.83,30.09,30.80
45.30,0.000,0.00016,-0.00028,-0.00030,-0.00037,-0.00027,-1.069,-0.2088,-0.6052,-0.1178,-1000000,-1000000,-1000000,-1000000,0.1846,-0.08952,45.30,5.519,4.566,35.36,36.52,39.66,35.60,4.689,-0.6579,0.00016,0.000,0.00030,0.000,0.00027,0.000,0.2088,0.2232,0.1178,0.07129,0.08952,0.01653,31.83,30.08,30.79
45.40,0.000,0.00016,-0.00026,-0.00030,-0.00036,-0.00028,-1.069,-0.2089,-0.6523,-0.1270,-1000000,-1000000,-1000000,-1000000,0.1858,-0.09008,45.40,5.519,4.569,35.36,36.52,39.66,35.60,4.689,-0.6583,0.00016,0.000,0.00030,0.000,0.00028,0.000,0.2089,0.2232,0.1270,0.08285,0.09008,0.01673,31.83,30.08,30.79
