Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
572.337,20.0,44.25,19.06,47.69
574.421,20.0,44.25,19.06,47.69
576.503,20.0,44.25,19.06,47.75
578.584,20.0,44.25,19.12,47.75
580.662,20.0,44.25,19.12,47.81
582.742,20.0,44.25,19.12,47.75
584.826,20.0,44.25,19.19,47.81
586.904,20.0,44.25,19.19,47.81
588.984,20.0,44.25,19.19,47.81
591.066,20.0,44.25,19.19,47.81
593.143,20.0,44.25,19.25,47.81
595.217,20.0,44.31,19.25,47.81
597.295,20.5,44.25,19.25,47.81
599.374,20.5,44.25,19.31,47.81
601.455,20.5,44.25,19.25,47.81
603.532,20.5,44.25,19.31,47.81
605.612,20.5,44.31,19.37,47.81
607.696,20.5,44.25,19.37,47.81
609.775,20.5,44.25,19.37,47.81
611.859,20.5,44.25,19.37,47.81
613.932,20.5,44.25,19.44,47.81
616.016,20.5,44.25,19.44,47.81
618.1,20.5,44.25,19.44,47.81
620.181,20.5,44.25,19.5,47.75
622.27,20.5,44.19,19.5,47.75
624.35,20.5,44.19,19.56,47.75
626.427,20.5,44.19,19.56,47.69
628.513,20.5,44.19,19.62,47.69
630.599,20.5,44.19,19.62,47.69
632.677,20.5,44.13,19.69,47.69
634.716,20.5,44.13,19.69,47.69
636.804,20.5,44.13,19.69,47.69
638.886,20.5,44.13,19.75,47.63
640.984,20.5,44.13,19.75,47.63
643.065,20.5,44.13,19.75,47.63
645.156,20.5,44.13,19.81,47.69
647.243,20.5,44.13,19.75,47.69
649.317,20.5,44.19,19.81,47.69
651.404,21.0,44.19,19.81,47.75
653.442,21.0,44.19,19.81,47.75
655.527,21.0,44.19,19.87,47.75
657.618,21.0,44.19,19.87,47.69
659.713,21.0,44.19,19.87,47.63
661.793,21.0,44.19,19.87,47.63
663.883,21.0,44.19,19.94,47.69
665.925,21.0,44.19,19.94,47.63
668.004,21.0,44.19,19.94,47.63
670.095,21.0,44.19,19.94,47.63
672.186,21.0,44.19,20.0,47.56
674.269,21.0,44.19,20.0,47.56
676.345,21.0,44.19,20.06,47.56
678.43,21.0,44.13,20.06,47.56
680.518,21.0,44.13,20.06,47.56
682.601,21.0,44.13,20.06,47.5
684.682,21.0,44.13,20.12,47.5
686.768,21.0,44.13,20.12,47.5
688.847,21.0,44.13,20.12,47.5
690.926,21.0,44.06,20.12,47.44
693.003,21.0,44.06,20.19,47.44
695.084,21.0,44.06,20.19,47.44
697.164,21.0,44.06,20.19,47.44
699.247,21.0,44.06,20.25,47.38
701.333,21.0,44.06,20.25,47.38
703.414,21.0,44.06,20.25,47.38
705.491,21.0,44.06,20.25,47.38
707.575,21.0,44.06,20.25,47.38
709.615,21.0,44.06,20.31,47.38
711.705,21.0,44.0,20.31,47.38
713.794,21.0,44.06,20.31,47.31
715.877,21.0,44.0,20.31,47.38
717.964,21.0,44.0,20.37,47.31
720.056,21.0,44.0,20.37,47.31
722.138,21.5,44.0,20.37,47.31
724.219,21.5,44.0,20.37,47.31
726.306,21.5,44.0,20.44,47.31
728.344,21.5,43.94,20.44,47.31
730.425,21.5,44.0,20.44,47.25
732.506,21.5,43.94,20.44,47.31
734.591,21.5,43.94,20.5,47.25
736.675,21.5,43.94,20.5,47.31
738.754,21.5,43.94,20.5,47.31
740.828,21.5,43.94,20.56,47.25
742.921,21.5,43.94,20.56,47.31
744.998,21.5,43.94,20.56,47.31
747.077,21.5,43.94,20.56,47.25
749.162,21.5,43.94,20.56,47.31
751.244,21.5,43.94,20.62,47.25
753.33,21.5,43.94,20.62,47.31
755.407,21.5,44.0,20.62,47.31
757.483,21.5,44.0,20.62,47.31
759.569,21.5,44.0,20.62,47.31
761.649,21.5,44.0,20.69,47.31
763.735,21.5,44.0,20.69,47.31
765.807,21.5,44.0,20.69,47.31
767.881,21.5,44.0,20.69,47.31
769.962,21.5,44.06,20.75,47.31
772.044,21.5,44.0,20.75,47.31
774.125,21.5,44.06,20.75,47.31
776.206,21.5,44.0,20.75,47.31
778.287,21.5,44.0,20.75,47.31
780.373,21.5,44.0,20.81,47.31
