Time,Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E[V],Voltage_VarR[V],Shunt_VarR[V],Current_B[A],Power_B[W],Current_C[],Power_C[],Current_D[],Power_D_[],Current_E[],Power_E[],Current_VarR[],Power_VarR[],Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_9,Sensor_10
1274.0,0.457832,-0.0499639,-0.445907,0.0438296,-0.290564,-0.0565512,0.251485,0.0498403,0.226664,-0.0520606,0.0499639,0.0228752,0.0438296,0.0195434,0.0565512,0.01643,0.0498403,0.0125342,0.0520606,0.0118,50.4482362775,44.497811703,24.5130252865,24.254572771,36.060047911,29.2785089455
1275.0,0.4543199999999999,-0.0495845,-0.442535,0.0435042,-0.288499,-0.0561574,0.249654,0.0494894,0.2251179999999999,-0.0516993,0.0495845,0.0225279,0.0435042,0.0192519,0.0561574,0.0161997,0.0494894,0.012356,0.0516993,0.0116378,50.319962695,44.398322682,24.501317981,24.245825384,35.940413664,29.222731777
1276.0,0.450866,-0.0492079,-0.439239,0.0431749,-0.286492,-0.0557658,0.247867,0.04913,0.223565,-0.0513533999999999,0.0492079,0.0221863,0.0431749,0.0189648,0.0557658,0.0159743,0.04913,0.0121779,0.0513533999999999,0.01148,50.1916891125,44.298833661,24.4896106755,24.237077997,35.820779417,29.1669546085
1277.0,0.447453,-0.0488389,-0.436,0.0428473,-0.2845,-0.0553669,0.2460919999999999,0.0487808,0.2220349999999999,-0.0510039999999999,0.0488389,0.021852,0.0428473,0.0186823,0.0553669,0.0157498,0.0487808,0.0120032,0.0510039999999999,0.0113249,50.06341553,44.19934464,24.47790337,24.22833061,35.70114517,29.11117744
1278.0,0.444062,-0.048473,-0.432796,0.0425301,-0.282501,-0.0549821,0.244339,0.04845,0.22057,-0.050678,0.048473,0.0215243,0.0425301,0.0184066,0.0549821,0.0155315999999999,0.04845,0.0118383,0.050678,0.0111783,49.936452868,44.094982915,24.4646797215,24.2140525795,35.60397949,29.060275646
1279.0,0.4407029999999999,-0.0481068,-0.429658,0.0422062,-0.280567,-0.0545945,0.242616,0.0480999,0.2191129999999999,-0.0503322999999999,0.0481068,0.0212011,0.0422062,0.018135,0.0545945,0.0153183,0.0480999,0.0116702,0.0503322999999999,0.0110283,49.809490206,43.99062119,24.451456073,24.199774549,35.50681381,29.009373852
1280.0,0.437432,-0.0477439999999999,-0.426599,0.0419029,-0.278675,-0.0542201,0.240941,0.0477685,0.217652,-0.049995,0.0477439999999999,0.0208847,0.0419029,0.0178766,0.0542201,0.0151097,0.0477685,0.0115094,0.049995,0.0108817,49.682527544,43.886259465,24.4382324245,24.1854965185,35.409648129999994,28.958472058
1281.0,0.4342029999999999,-0.0473968,-0.423536,0.041598,-0.276787,-0.0538583999999999,0.2392869999999999,0.0474416,0.216211,-0.0496293,0.0473968,0.0205789,0.041598,0.0176202,0.0538583999999999,0.0149085,0.0474416,0.0113519,0.0496293,0.0107298,49.555564882,43.78189774,24.425008776,24.171218488,35.31248245,28.907570264
1282.0,0.431003,-0.0470596,-0.420507,0.0413067,-0.274929,-0.0534902,0.237611,0.0471137,0.2147899999999999,-0.0492765,0.0470596,0.0202828,0.0413067,0.0173715,0.0534902,0.0147085,0.0471137,0.0111955,0.0492765,0.0105845,49.42860222,43.677536015,24.4117851275,24.1569404575,35.21531677,28.85666847
1283.0,0.427855,-0.0467213,-0.4175029999999999,0.0410156,-0.2730769999999999,-0.053115,0.235931,0.0467815,0.213385,-0.048968,0.0467213,0.0199903,0.0410156,0.0171255,0.053115,0.0145049,0.0467815,0.0110368,0.048968,0.0104492,49.301639558,43.57317429,24.398561479,24.142662427,35.11815109,28.805766676
1284.0,0.424699,-0.0463605,-0.4145,0.0407208,-0.271189,-0.0527462,0.234224,0.0464565,0.211996,-0.0486375,0.0463605,0.0196899,0.0407208,0.0168776,0.0527462,0.0143052,0.0464565,0.010882,0.0486375,0.0103103,49.174676896,43.468812565,24.3853378305,24.1283843965,35.020985409999994,28.754864882
1285.0,0.4215289999999999,-0.0460077,-0.4115,0.0404202,-0.269321,-0.0523893999999999,0.2324959999999999,0.0461171,0.210618,-0.0483153,0.0460077,0.0193947,0.0404202,0.0166317,0.0523893999999999,0.0141103,0.0461171,0.0107224,0.0483153,0.010176,49.047714234,43.36445084,24.372114182,24.114106366,34.92381973,28.703963088
1286.0,0.418415,-0.0456786,-0.4085,0.040127,-0.267469,-0.0520299,0.2308,0.0457942999999999,0.209233,-0.0480089,0.0456786,0.0191149,0.040127,0.0163913,0.0520299,0.0139169999999999,0.0457942999999999,0.0105691,0.0480089,0.0100448,48.920751572,43.260089115,24.3588905335,24.0998283355,34.82665405,28.653061294
1287.0,0.4154,-0.0453526,-0.405545,0.0398374,-0.265656,-0.0516629,0.229173,0.0454778,0.207864,-0.0477053,0.0453526,0.0188393,0.0398374,0.0161568,0.0516629,0.0137251999999999,0.0454778,0.0104216,0.0477053,0.0099171,48.79378891,43.15572739,24.345666885,24.085550305,34.72948837,28.6021595
1288.0,0.4124,-0.0450335,-0.402661,0.0395591,-0.263883,-0.051313,0.2275809999999999,0.0451566,0.20651,-0.0473863,0.0450335,0.0185731,0.0395591,0.0159296999999999,0.051313,0.0135424,0.0451566,0.0102766,0.0473863,0.0097866999999999,48.666826248,43.051365665,24.3324432365,24.0712722745,34.632322689999995,28.551257706
1289.0,0.409445,-0.0447145,-0.399821,0.0392705,-0.262132,-0.0509728,0.2260019999999999,0.0448506,0.2052,-0.0470864999999999,0.0447145,0.018309,0.0392705,0.0157006,0.0509728,0.0133616999999999,0.0448506,0.0101368,0.0470864999999999,0.0096619,48.539863586,42.94700394,24.319219588,24.056994244,34.53515701,28.500355912
1290.0,0.4065649999999999,-0.0444027,-0.397012,0.0390045,-0.260384,-0.0506472,0.2244749999999999,0.0445446,0.2039,-0.0468154,0.0444027,0.0180529,0.0390045,0.0154868,0.0506472,0.0131873999999999,0.0445446,0.0099989,0.0468154,0.0095450999999999,48.412900924,42.842642215,24.3059959395,24.0427162135,34.43799133,28.449454118
1291.0,0.403737,-0.0440846,-0.39427,0.0387399,-0.258689,-0.0503106,0.222945,0.0442398,0.202614,-0.0465562,0.0440846,0.0177989,0.0387399,0.0152741999999999,0.0503106,0.0130147999999999,0.0442398,0.0098639,0.0465562,0.0094343,48.285938262,42.73828049,24.292772291,24.028438183,34.34082565,28.398552324
1292.0,0.400926,-0.0437796,-0.3916,0.0384552,-0.257019,-0.0499883,0.221431,0.0439573,0.201351,-0.0462599,0.0437796,0.0175517,0.0384552,0.0150581,0.0499883,0.0128479,0.0439573,0.0097342,0.0462599,0.0093159,48.1589756,42.633918765,24.2795486425,24.0141601525,34.24365997,28.34765053
1293.0,0.398106,-0.0434766,-0.388947,0.0381918,-0.2553729999999999,-0.0496762,0.219985,0.0436969,0.200108,-0.0459870999999999,0.0434766,0.0173076,0.0381918,0.0148541,0.0496762,0.0126861,0.0436969,0.0096134,0.0459870999999999,0.0092019999999999,48.032012938,42.52955704,24.266324994,23.999882122,34.14649429,28.296748736
1294.0,0.395339,-0.0431873,-0.386345,0.0379416,-0.253763,-0.0493514,0.218536,0.0434162,0.1988639999999999,-0.0457109,0.0431873,0.0170737,0.0379416,0.0146580999999999,0.0493514,0.0125229,0.0434162,0.0094881,0.0457109,0.0090908,47.905050276,42.425195315,24.2531013455,23.9856040915,34.04932861,28.245846942
1295.0,0.392635,-0.0428934,-0.383776,0.0376766,-0.252178,-0.0490564,0.2171139999999999,0.0431361,0.197645,-0.0454241,0.0428934,0.0168406,0.0376766,0.0144603,0.0490564,0.0123695,0.0431361,0.0093660999999999,0.0454241,0.0089775,47.778087614,42.32083359,24.239877697,23.971326061,33.95216293,28.194945148
1296.0,0.389991,-0.0426046,-0.381241,0.0374247,-0.2506,-0.0487388,0.21574,0.0428575,0.196445,-0.0451443,0.0426046,0.0166155,0.0374247,0.0142671,0.0487388,0.0122145,0.0428575,0.009247,0.0451443,0.0088675,47.651124952,42.216471865,24.2266540485,23.9570480305,33.85499725,28.144043354
1297.0,0.387365,-0.0423132,-0.378758,0.0371905,-0.249048,-0.0484355,0.214386,0.0426056,0.195264,-0.0448685,0.0423132,0.01639,0.0371905,0.0140866,0.0484355,0.012063,0.0426056,0.0091358,0.0448685,0.0087593,47.52416229,42.11211014,24.2134304,23.94277,33.75783157,28.09314156
1298.0,0.384779,-0.0420460999999999,-0.376322,0.0369459,-0.247525,-0.0481376,0.2130389999999999,0.0423428,0.194121,-0.0445705,0.0420460999999999,0.0161767,0.0369459,0.0139048,0.0481376,0.0119139,0.0423428,0.0090201,0.0445705,0.0086515,47.4094346975,42.011074259,24.1910970645,23.9229971845,33.675088307,28.045781712
1299.0,0.382227,-0.0417683,-0.37392,0.036713,-0.246025,-0.0478337999999999,0.211735,0.0420873,0.192995,-0.0443047,0.0417683,0.015964,0.036713,0.0137288,0.0478337999999999,0.0117667,0.0420873,0.0089099,0.0443047,0.00855,47.294707105,41.910038378,24.168763729,23.903224369,33.592345044,27.998421864
1300.0,0.3797089999999999,-0.04149,-0.371538,0.0364757,-0.244525,-0.0475405,0.210442,0.0418377999999999,0.191904,-0.0440336,0.04149,0.0157528,0.0364757,0.013553,0.0475405,0.0116242,0.0418377999999999,0.0088049,0.0440336,0.0084502999999999,47.1799795125,41.809002497,24.1464303935,23.8834515535,33.509601781,27.951062016
1301.0,0.377176,-0.0412156,-0.369191,0.0362535,-0.24305,-0.047251,0.209138,0.0415861,0.190811,-0.0437836,0.0412156,0.0155453,0.0362535,0.0133846,0.047251,0.0114834999999999,0.0415861,0.0086985999999999,0.0437836,0.0083556999999999,47.06525192,41.707966616,24.124097058,23.863678738,33.426858518,27.903702168
1302.0,0.374684,-0.0409596,-0.366856,0.036011,-0.241607,-0.0469723,0.207838,0.0413348,0.189715,-0.0435372,0.0409596,0.0153484,0.036011,0.0132112,0.0469723,0.0113481,0.0413348,0.0085906,0.0435372,0.0082601999999999,46.9505243275,41.606930735,24.1017637225,23.8439059225,33.344115255,27.85634232
1303.0,0.37226,-0.0406922,-0.364566,0.0357809,-0.240172,-0.046695,0.206585,0.0410667,0.188664,-0.0433271,0.0406922,0.0151479,0.0357809,0.0130456,0.046695,0.0112132,0.0410667,0.0084821,0.0433271,0.0081744,46.835796735,41.505894854,24.079430387,23.824133107,33.261371992,27.808982472
1304.0,0.369869,-0.0404401999999999,-0.362315,0.0355546,-0.238752,-0.0464206999999999,0.20536,0.0408184,0.187591,-0.0430976,0.0404401999999999,0.0149571999999999,0.0355546,0.0128820999999999,0.0464206999999999,0.0110824,0.0408184,0.008381,0.0430976,0.0080849,46.7210691425,41.404858973,24.0570970515,23.8043602915,33.178628729,27.761622624
1305.0,0.367478,-0.0401754,-0.3600839999999999,0.0353384,-0.237309,-0.0461457,0.204117,0.0405756,0.1865119999999999,-0.0428428,0.0401754,0.0147615,0.0353384,0.0127231,0.0461457,0.0109513,0.0405756,0.008281,0.0428428,0.0079901,46.60634155,41.303823092,24.034763716,23.784587476,33.095885466,27.714262776
1306.0,0.365055,-0.0399038,-0.3578,0.0351121999999999,-0.2358579999999999,-0.0458491,0.20283,0.0403298,0.1854279999999999,-0.0426006,0.0399038,0.0145660999999999,0.0351121999999999,0.0125632,0.0458491,0.0108143,0.0403298,0.0081797,0.0426006,0.0078982,46.4916139575,41.202787211,24.0124303805,23.7648146605,33.013142203,27.666902928
1307.0,0.3626209999999999,-0.039644,-0.355493,0.0348887,-0.234409,-0.0455613,0.201507,0.0400669,0.184345,-0.0423568,0.039644,0.0143764,0.0348887,0.0124038,0.0455613,0.01068,0.0400669,0.0080728,0.0423568,0.0078081999999999,46.376886365,41.10175133,23.990097045,23.745041845,32.93039894,27.61954308
1308.0,0.360204,-0.0393776,-0.353205,0.0346746,-0.232979,-0.0452777,0.200218,0.0398131,0.183272,-0.0421162999999999,0.0393776,0.0141845,0.0346746,0.0122477,0.0452777,0.010548,0.0398131,0.00797,0.0421162999999999,0.0077191,46.2621587725,41.000715449,23.9677637095,23.7252690295,32.847655677,27.572183232
1309.0,0.35781,-0.0391123,-0.350945,0.034457,-0.231555,-0.0450063,0.198951,0.0395566,0.182202,-0.041854,0.0391123,0.0139946,0.034457,0.0120913,0.0450063,0.01042,0.0395566,0.0078699999999999,0.041854,0.0076260999999999,46.14743118,40.899679568,23.945430374,23.705496214,32.764912414,27.524823384
1310.0,0.355478,-0.0388656999999999,-0.3487,0.0342356,-0.2301479999999999,-0.0447322999999999,0.197699,0.0393026,0.181136,-0.0415626,0.0388656999999999,0.0138157,0.0342356,0.0119385,0.0447322999999999,0.0102949,0.0393026,0.00777,0.0415626,0.0075288,46.0327035875,40.798643687,23.9230970385,23.6857233985,32.682169151,27.477463536
1311.0,0.353199,-0.0386212,-0.346485,0.0340005,-0.22875,-0.0444588,0.19643,0.0390599,0.180097,-0.0413233,0.0386212,0.0136400999999999,0.0340005,0.0117793999999999,0.0444588,0.01017,0.0390599,0.0076703,0.0413233,0.0074413,45.917975995,40.697607806,23.900763703000003,23.665950583,32.599425888,27.430103688
1312.0,0.350914,-0.0383699,-0.3443079999999999,0.0337824,-0.227373,-0.0441728,0.195203,0.0388201,0.179028,-0.0410847,0.0383699,0.0134637,0.0337824,0.0116309,0.0441728,0.0100446,0.0388201,0.0075771999999999,0.0410847,0.0073554999999999,45.8032484025,40.596571925,23.8784303675,23.6461777675,32.516682625,27.38274384
1313.0,0.348663,-0.0381184,-0.34217,0.0335579,-0.226006,-0.0438984,0.194,0.0385798,0.178,-0.0408320999999999,0.0381184,0.0132912,0.0335579,0.0114817,0.0438984,0.0099221,0.0385798,0.0074821,0.0408320999999999,0.0072692999999999,45.68852081,40.495536044,23.856097032,23.626404952,32.433939362,27.335383992
1314.0,0.34646,-0.0378744,-0.340056,0.0333423,-0.22465,-0.0436349,0.192792,0.0383451,0.177,-0.0405931,0.0378744,0.0131233999999999,0.0333423,0.0113382999999999,0.0436349,0.0098025,0.0383451,0.0073924,0.0405931,0.0071845999999999,45.5737932175,40.394500163,23.8337636965,23.6066321365,32.351196099,27.288024144
1315.0,0.344293,-0.0376366,-0.337955,0.0331365,-0.2233379999999999,-0.0433798,0.191614,0.0381216,0.176,-0.0403674,0.0376366,0.0129582,0.0331365,0.0111982,0.0433798,0.0096881,0.0381216,0.007305,0.0403674,0.0071068,45.459065625,40.293464282,23.811430361,23.586859321,32.268452836,27.240664296
1316.0,0.3421269999999999,-0.0373923,-0.335864,0.0329278,-0.2220349999999999,-0.0431344,0.190473,0.0378812,0.175,-0.0401335,0.0373923,0.0127929,0.0329278,0.0110596,0.0431344,0.0095759,0.0378812,0.0072151,0.0401335,0.0070250999999999,45.344338032500005,40.192428401,23.7890970255,23.5670865055,32.185709573,27.193304448
1317.0,0.339952,-0.0371605,-0.333801,0.0327248,-0.2207609999999999,-0.0428808,0.189327,0.0376626,0.1740229999999999,-0.0399272,0.0371605,0.0126328,0.0327248,0.010925,0.0428808,0.0094661,0.0376626,0.00713,0.0399272,0.0069496,45.22961044,40.09139252,23.76676369,23.54731369,32.10296631,27.1459446
1318.0,0.337818,-0.0369361,-0.331781,0.0325289999999999,-0.219475,-0.0426248,0.188167,0.0374363,0.173092,-0.0397191999999999,0.0369361,0.0124781,0.0325289999999999,0.0107920999999999,0.0426248,0.0093536,0.0374363,0.0070436,0.0397191999999999,0.0068737999999999,45.129019162,40.005711749,23.748075869500003,23.5315346715,32.0356095325,27.1072032975
1319.0,0.3357,-0.0366970999999999,-0.329781,0.03233,-0.218192,-0.0423891,0.187,0.0372227,0.1721,-0.0395093,0.0366970999999999,0.0123193,0.03233,0.0106617999999999,0.0423891,0.0092485,0.0372227,0.0069609,0.0395093,0.0067991,45.028427884,39.920030978,23.729388049,23.515755653,31.968252755,27.068461995
1320.0,0.333589,-0.0364661,-0.327788,0.0321361,-0.216955,-0.0421351,0.1859019999999999,0.0370064,0.171136,-0.0393415,0.0364661,0.0121648,0.0321361,0.0105339,0.0421351,0.0091412,0.0370064,0.00688,0.0393415,0.0067333,44.927836606,39.834350207,23.7107002285,23.4999766345,31.9008959775,27.0297206925
1321.0,0.3315059999999999,-0.0362433999999999,-0.325815,0.0319446,-0.215715,-0.0418797,0.184857,0.0367929,0.17021,-0.0391216999999999,0.0362433999999999,0.0120148,0.0319446,0.0104096,0.0418797,0.0090336,0.0367929,0.0068011,0.0391216999999999,0.0066585,44.827245328,39.748669436,23.692012408,23.484197616,31.8335392,26.99097939
1322.0,0.3295,-0.036035,-0.32389,0.0317651,-0.2144849999999999,-0.0416452,0.183788,0.0365864,0.169284,-0.0388934,0.036035,0.0118738,0.0317651,0.0102876,0.0416452,0.00893,0.0365864,0.0067234,0.0388934,0.0065834,44.72665405,39.662988665,23.6733245875,23.4684185975,31.7661824225,26.9522380875
1323.0,0.3274849999999999,-0.0358290999999999,-0.321936,0.0315813,-0.213277,-0.041405,0.182705,0.0363741,0.1683549999999999,-0.0386293,0.0358290999999999,0.0117331,0.0315813,0.0101671,0.041405,0.00883,0.0363741,0.0066471,0.0386293,0.0065041,44.626062772,39.577307894,23.654636767,23.452639579,31.698825645,26.913496785
1324.0,0.325485,-0.0356122,-0.320047,0.0313921,-0.212078,-0.0411761,0.181636,0.0361632999999999,0.167415,-0.0384063,0.0356122,0.0115903,0.0313921,0.0100463,0.0411761,0.008731,0.0361632999999999,0.0065689,0.0384063,0.0064311,44.525471494,39.491627123,23.6359489465,23.4368605605,31.6314688675,26.8747554825
1325.0,0.3235,-0.0353975,-0.3181779999999999,0.031201,-0.2108789999999999,-0.0409393,0.180592,0.0359605,0.1665,-0.0382383,0.0353975,0.0114501999999999,0.031201,0.0099281,0.0409393,0.0086313,0.0359605,0.0064935999999999,0.0382383,0.0063672,44.424880216000005,39.405946352,23.617261126,23.421081542,31.56411209,26.83601418
1326.0,0.321515,-0.0351941,-0.316308,0.0310027,-0.2097119999999999,-0.0407027,0.1795439999999999,0.0357526,0.1656,-0.0380497,0.0351941,0.0113153,0.0310027,0.0098071,0.0407027,0.0085372,0.0357526,0.0064206,0.0380497,0.0063002,44.324288938,39.320265581,23.5985733055,23.4053025235,31.4967553125,26.7972728775
1327.0,0.31959,-0.0349751,-0.314471,0.0308205,-0.20855,-0.0404733,0.178579,0.0355379,0.164718,-0.0378378,0.0349751,0.0111782,0.0308205,0.009692,0.0404733,0.0084414,0.0355379,0.0063468,0.0378378,0.006233,44.22369766,39.23458481,23.579885485,23.389523505,31.429398535,26.758531575
1328.0,0.3176,-0.0347562,-0.312585,0.0306371999999999,-0.2073539999999999,-0.0402593,0.177489,0.0353287,0.163812,-0.0376112,0.0347562,0.0110406,0.0306371999999999,0.0095769999999999,0.0402593,0.0083481,0.0353287,0.0062708,0.0376112,0.0061616,44.123106382,39.148904039,23.5611976645,23.3737444865,31.3620417575,26.7197902725
1329.0,0.3156,-0.0345433,-0.31062,0.0304383,-0.206112,-0.0400285,0.176383,0.0351059,0.16289,-0.0374045999999999,0.0345433,0.010904,0.0304383,0.0094556,0.0400285,0.00825,0.0351059,0.0061917,0.0374045999999999,0.0060927,44.022515104,39.063223268,23.542509844,23.357965468,31.29468498,26.68104897
1330.0,0.3136,-0.0343329,-0.3086399999999999,0.0302566999999999,-0.204869,-0.039781,0.175242,0.0348887,0.161956,-0.0372054999999999,0.0343329,0.0107674,0.0302566999999999,0.0093382,0.039781,0.00815,0.0348887,0.0061144,0.0372054999999999,0.0060265,43.921923826,38.977542497,23.5238220235,23.3421864495,31.2273282025,26.6423076675
1331.0,0.3116,-0.0341103,-0.306685,0.0300692,-0.2036379999999999,-0.0395369,0.174136,0.0346703,0.161064,-0.036995,0.0341103,0.0106281,0.0300692,0.0092212,0.0395369,0.0080504,0.0346703,0.0060379,0.036995,0.0059583,43.821332548,38.891861726,23.505134203,23.326407431,31.159971425,26.603566365
1332.0,0.3096,-0.0338918,-0.304745,0.0298742,-0.20242,-0.0392986,0.173045,0.0344658,0.160103,-0.0367306,0.0338918,0.0104903,0.0298742,0.0091045,0.0392986,0.0079543,0.0344658,0.0059655,0.0367306,0.0058802,43.720741270000005,38.806180955,23.4864463825,23.3106284125,31.0926146475,26.5648250625
1333.0,0.3076,-0.0336684,-0.302821,0.0296798,-0.201226,-0.0390572,0.172,0.0342514,0.159172,-0.0365026,0.0336684,0.0103548,0.0296798,0.0089894,0.0390572,0.0078592,0.0342514,0.005892,0.0365026,0.0058089,43.620149992,38.720500184,23.467758562,23.294849394,31.02525787,26.52608376
1334.0,0.3056,-0.0334451,-0.300915,0.0294796,-0.20004,-0.0388386,0.170979,0.0340518,0.158245,-0.0362974,0.0334451,0.0102217,0.0294796,0.0088713,0.0388386,0.0077684,0.0340518,0.0058224,0.0362974,0.0057434,43.519558714000006,38.634819413,23.4490707415,23.2790703755,30.9579010925,26.4873424575
1335.0,0.303628,-0.0332345,-0.299023,0.0293036,-0.1989,-0.0386031,0.169906,0.0338546,0.157321,-0.0360889999999999,0.0332345,0.0100915,0.0293036,0.0087625999999999,0.0386031,0.0076771999999999,0.0338546,0.0057525,0.0360889999999999,0.0056772,43.418967436,38.549138642,23.430382921,23.263291357,30.890544315,26.448601155
1336.0,0.301725,-0.0330311,-0.297176,0.0291173,-0.19777,-0.0383952,0.1689,0.0336628,0.156422,-0.035873,0.0330311,0.0099654999999999,0.0291173,0.0086526,0.0383952,0.007594,0.0336628,0.0056856,0.035873,0.0056107,43.31837615800001,38.463457871,23.4116951005,23.2475123385,30.8231875375,26.4098598525
1337.0,0.299839,-0.0328219,-0.295345,0.0289368999999999,-0.196646,-0.0381851,0.1679,0.033471,0.155555,-0.0356725,0.0328219,0.0098412,0.0289368999999999,0.0085462,0.0381851,0.00751,0.033471,0.00562,0.0356725,0.0055493,43.21778488,38.3777771,23.39300728,23.23173332,30.75583076,26.37111855
1338.0,0.297984,-0.0325976,-0.293527,0.0287642,-0.195542,-0.0379617,0.1669,0.0332779999999999,0.154693,-0.0354784,0.0325976,0.0097132,0.0287642,0.0084424,0.0379617,0.0074227,0.0332779999999999,0.0055544999999999,0.0354784,0.0054887,43.11511284809525,38.29799397809524,23.373584294761905,23.21731103952381,30.69791884190476,26.33572397190476
1339.0,0.296082,-0.0324085,-0.291733,0.0285841999999999,-0.194425,-0.0377485,0.165913,0.0330955,0.15383,-0.0352989,0.0324085,0.0095944,0.0285841999999999,0.0083401,0.0377485,0.0073394,0.0330955,0.0054925999999999,0.0352989,0.0054302,43.01244081619048,38.21821085619048,23.35416130952381,23.202888759047617,30.640006923809523,26.300329393809523
1340.0,0.294193,-0.0322191999999999,-0.289964,0.0284043999999999,-0.193327,-0.0375355,0.164982,0.0329196,0.152969,-0.0350968,0.0322191999999999,0.0094777,0.0284043999999999,0.0082377,0.0375355,0.0072564,0.0329196,0.0054304,0.0350968,0.005369,42.90976878428572,38.13842773428572,23.334738324285716,23.188466478571428,30.582095005714283,26.264934815714284
1341.0,0.29237,-0.0320052,-0.288226,0.0282260999999999,-0.192236,-0.0373168,0.16404,0.0327374999999999,0.152129,-0.0349217,0.0320052,0.0093575,0.0282260999999999,0.0081344,0.0373168,0.0071736,0.0327374999999999,0.00537,0.0349217,0.0053130999999999,42.80709675238096,38.05864461238095,23.31531533904762,23.17404419809524,30.524183087619047,26.229540237619048
1342.0,0.290564,-0.0318108999999999,-0.286512,0.0280582,-0.191196,-0.037106,0.163085,0.0325478,0.151286,-0.0347147,0.0318108999999999,0.0092446,0.0280582,0.0080398999999999,0.037106,0.0070935,0.0325478,0.0053082,0.0347147,0.0052523,42.70442472047619,37.97886149047619,23.295892353809524,23.15962191761905,30.466271169523807,26.19414565952381
1343.0,0.288751,-0.031624,-0.284797,0.0279033,-0.190129,-0.0368983,0.162155,0.0323643,0.150418,-0.0345134,0.031624,0.0091334,0.0279033,0.007946,0.0368983,0.0070154999999999,0.0323643,0.0052472,0.0345134,0.0051919,42.60175268857143,37.89907836857143,23.27646936857143,23.145199637142856,30.40835925142857,26.15875108142857
1344.0,0.286941,-0.031432,-0.28311,0.0277351,-0.18909,-0.0366861,0.161204,0.0321921,0.149562,-0.0342968,0.031432,0.0090201,0.0277351,0.0078515,0.0366861,0.0069365,0.0321921,0.0051892,0.0342968,0.0051289,42.49908065666667,37.81929524666667,23.25704638333333,23.130777356666663,30.35044733333333,26.123356503333333
1345.0,0.2851869999999999,-0.0312394,-0.281425,0.0275606,-0.188015,-0.0364743,0.160292,0.0320118999999999,0.148727,-0.0341027,0.0312394,0.0089097,0.0275606,0.0077556,0.0364743,0.0068588,0.0320118999999999,0.0051317,0.0341027,0.0050723999999999,42.396408624761904,37.73951212476191,23.23762339809524,23.11635507619048,30.292535415238092,26.08796192523809
1346.0,0.283437,-0.0310545999999999,-0.27979,0.0274026,-0.187,-0.0362754,0.159422,0.0318297,0.147933,-0.0339399,0.0310545999999999,0.0088015,0.0274026,0.0076673,0.0362754,0.0067839,0.0318297,0.0050738,0.0339399,0.0050209999999999,42.29373659285714,37.65972900285715,23.218200412857144,23.101932795714283,30.234623497142856,26.05256734714285
1347.0,0.281701,-0.030863,-0.278162,0.027246,-0.185998,-0.0360749,0.158525,0.0316555,0.147164,-0.0338171,0.030863,0.0086928,0.027246,0.0075794,0.0360749,0.006709,0.0316555,0.0050184,0.0338171,0.004978,42.191064560952384,37.57994588095239,23.19877742761905,23.08751051523809,30.17671157904762,26.01717276904762
1348.0,0.2799939999999999,-0.0306774999999999,-0.276568,0.0270909,-0.184947,-0.0358799,0.157634,0.0314763,0.146404,-0.0336939,0.0306774999999999,0.0085889,0.0270909,0.007492,0.0358799,0.0066361,0.0314763,0.0049615,0.0336939,0.0049342,42.08839252904762,37.50016275904762,23.17935444238095,23.073088234761904,30.11879966095238,25.98177819095238
1349.0,0.2783,-0.0304684,-0.27498,0.0269426,-0.1839,-0.0356857,0.156744,0.0312929,0.145659,-0.0334968,0.0304684,0.0084797,0.0269426,0.0074077,0.0356857,0.0065632,0.0312929,0.0049045,0.0334968,0.0048791,41.98572049714286,37.42037963714286,23.159931457142857,23.058665954285715,30.060887742857144,25.946383612857144
1350.0,0.276605,-0.0302974,-0.27338,0.0267649,-0.182897,-0.035502,0.155799,0.0311068,0.144879,-0.0333080999999999,0.0302974,0.0083805,0.0267649,0.0073159,0.035502,0.0064929,0.0311068,0.004847,0.0333080999999999,0.0048248,41.8830484652381,37.3405965152381,23.140508471904763,23.04424367380952,30.002975824761904,25.910989034761904
1351.0,0.274849,-0.0301192999999999,-0.271703,0.0265996,-0.1818219999999999,-0.0352916999999999,0.1548,0.0309232999999999,0.144059,-0.0330602,0.0301192999999999,0.0082774,0.0265996,0.0072261,0.0352916999999999,0.0064163,0.0309232999999999,0.0047878,0.0330602,0.0047621999999999,41.78037643333333,37.260813393333336,23.12108548666667,23.02982139333333,29.945063906666668,25.875594456666665
1352.0,0.2730599999999999,-0.0299176,-0.269995,0.026418,-0.180721,-0.0350838,0.153803,0.0307269,0.143245,-0.0328732,0.0299176,0.00817,0.026418,0.0071308,0.0350838,0.00634,0.0307269,0.0047262,0.0328732,0.0047092,41.67770440142857,37.181030271428575,23.10166250142857,23.015399112857143,29.88715198857143,25.84019987857143
1353.0,0.271256,-0.0297402999999999,-0.268257,0.0262565,-0.179662,-0.0348675,0.152872,0.0305348,0.1424669999999999,-0.0326714,0.0297402999999999,0.0080675,0.0262565,0.0070433,0.0348675,0.0062645,0.0305348,0.0046679,0.0326714,0.004654,41.57503236952381,37.101247149523815,23.08223951619048,23.00097683238095,29.829240070476192,25.80480530047619
